phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
infrared,infrared vbn,1,<VBN>
ing,ing vbg,1,<VBG>
ingress did,ingress nn did vbd,1,<NN><VBD>
ingress found,ingress nn found vbd,1,<NN><VBD>
ingress good,ingress rb good jj,1,<RB><JJ>
ingress inspected,ingress nn inspected vbd,1,<NN><VBD>
initial,initial jj,1,<JJ>
inlet was,inlet nn was vbd,1,<NN><VBD>
insatalled,insatalled vbn,1,<VBN>
inserted,inserted vbn,1,<VBN>
inside,inside in_pos,1,<IN>
inside dust,inside rb dust nn,1,<RB><NN>
inside motor,inside in_pos motor nn,1,<IN><NN>
inside terminal box,inside in_pos terminal jj box nn,1,<IN><JJ><NN>
inside was,inside nn was vbd,1,<NN><VBD>
insp made,insp nn made vbd,1,<NN><VBD>
inspacted,inspacted vbn,1,<VBN>
inspceted,inspceted vbn,1,<VBN>
inspected,inspected vbn,1,<VBN>
inspecting,inspecting vbg,1,<VBG>
inspection carried,inspection nn carried vbd,1,<NN><VBD>
inspection of drive,inspection nn of in_pos drive nn,1,<NN><IN><NN>
inspection of equipment,inspection nn of in_pos equipment nn,1,<NN><IN><NN>
inspection of exterior,inspection nn of in_pos exterior jj,1,<NN><IN><JJ>
inspection of motor,inspection nn of in_pos motor nn,1,<NN><IN><NN>
inspection on contactor,inspection nn on in_pos contactor nn,1,<NN><IN><NN>
inspection on demister,inspection nn on in_pos demister nn,1,<NN><IN><NN>
inspection on duct,inspection nn on in_pos duct nn,1,<NN><IN><NN>
inspection on exterior,inspection nn on in_pos exterior nn,1,<NN><IN><NN>
inspection on impleller,inspection nn on in_pos impleller nn,1,<NN><IN><NN>
inspection on inlet,inspection nn on in_pos inlet nn,1,<NN><IN><NN>
inspection on interior,inspection nn on in_pos interior nn,1,<NN><IN><NN>
inspection on motor,inspection nn on in_pos motor nn,1,<NN><IN><NN>
inspection on mp,inspection nn on in_pos mp nn,1,<NN><IN><NN>
inspection on mud,inspection nn on in_pos mud nn,1,<NN><IN><NN>
inspection on start,inspection nn on in_pos start nn,1,<NN><IN><NN>
inspection with day,inspection nn with in_pos day nn,1,<NN><IN><NN>
inspections have,inspections nns have vbp,1,<NNS><VBP>
inspections was,inspections nns was vbd,1,<NNS><VBD>
inspeted,inspeted vbn,1,<VBN>
installed,installed vbn,1,<VBN>
installing,installing vbg,1,<VBG>
instead of terminal forty,instead rb of in_pos terminal jj forty nn,1,<RB><IN><JJ><NN>
insulation at mcc,insulation nn at in_pos mcc nn,1,<NN><IN><NN>
insulation on ground,insulation nn on in_pos ground nn,1,<NN><IN><NN>
insured,insured jj,1,<JJ>
intact,intact jj,1,<JJ>
intake damaged,intake nn damaged vbd,1,<NN><VBD>
integrity of earth,integrity nn of in_pos earth nn,1,<NN><IN><NN>
intended,intended vbn,1,<VBN>
interior of jbox,interior nn of in_pos jbox nn,1,<NN><IN><NN>
interior of junction,interior nn of in_pos junction nn,1,<NN><IN><NN>
interior of motor,interior nn of in_pos motor nn,1,<NN><IN><NN>
interlock functioned,interlock nn functioned vbd,1,<NN><VBD>
interlock performed,interlock nn performed vbd,1,<NN><VBD>
interlock was,interlock nn was vbd,1,<NN><VBD>
interlock worked,interlock nn worked vbd,1,<NN><VBD>
interlocks are,interlocks nns are vbp,1,<NNS><VBP>
interlocks checked,interlocks nns checked vbd,1,<NNS><VBD>
internal,internal jj,1,<JJ>
internally calculated,internally rb calculated vbn,1,<RB><VBN>
into mud pump,into in_pos mud jj pump nn,1,<IN><JJ><NN>
into nov,into in_pos nov jj,1,<IN><JJ>
into position,into in_pos position nn,1,<IN><NN>
into service,into in_pos service nn,1,<IN><NN>
investigated,investigated vbn,1,<VBN>
investigating,investigating vbg,1,<VBG>
investigations revealed,investigations nns revealed vbd,1,<NNS><VBD>
involved,involved vbn,1,<VBN>
ir for minute,ir nn for in_pos minute nn,1,<NN><IN><NN>
ir with lead,ir nn with in_pos lead nn,1,<NN><IN><NN>
irratic,irratic jj,1,<JJ>
is about deg,is vbz about in_pos deg nn,1,<VBZ><IN><NN>
is active,is vbz active jj,1,<VBZ><JJ>
is amps,is vbz amps nns,1,<VBZ><NNS>
is applicable,is vbz applicable jj,1,<VBZ><JJ>
is at nov,is vbz at in_pos nov nn,1,<VBZ><IN><NN>
is attached,is vbz attached vbn,1,<VBZ><VBN>
is available,is vbz available jj,1,<VBZ><JJ>
is based,is vbz based vbn,1,<VBZ><VBN>
is being,is vbz being vbg,1,<VBZ><VBG>
is blown,is vbz blown vbn,1,<VBZ><VBN>
is bolted,is vbz bolted vbn,1,<VBZ><VBN>
is broken,is vbz broken vbn,1,<VBZ><VBN>
is changed,is vbz changed vbn,1,<VBZ><VBN>
is checked,is vbz checked vbn,1,<VBZ><VBN>
is clean,is vbz clean jj,1,<VBZ><JJ>
is cleanliness,is vbz cleanliness nn,1,<VBZ><NN>
is closed,is vbz closed vbn,1,<VBZ><VBN>
is coming,is vbz coming vbg,1,<VBZ><VBG>
is completed,is vbz completed vbn,1,<VBZ><VBN>
is connected,is vbz connected vbn,1,<VBZ><VBN>
is correct,is vbz correct jj,1,<VBZ><JJ>
is created,is vbz created vbn,1,<VBZ><VBN>
is damaged,is vbz damaged vbn,1,<VBZ><VBN>
is dead,is vbz dead jj,1,<VBZ><JJ>
is degrees,is vbz degrees nns,1,<VBZ><NNS>
is dirtered,is vbz dirtered vbn,1,<VBZ><VBN>
is dispensed,is vbz dispensed vbn,1,<VBZ><VBN>
is drawing,is vbz drawing vbg,1,<VBZ><VBG>
is due,is vbz due jj,1,<VBZ><JJ>
is electrical,is vbz electrical jj,1,<VBZ><JJ>
is electrician,is vbz electrician jj,1,<VBZ><JJ>
is equiped,is vbz equiped vbn,1,<VBZ><VBN>
is faulty,is vbz faulty nn,1,<VBZ><NN>
is finewe,is vbz finewe jj,1,<VBZ><JJ>
is fitted,is vbz fitted vbn,1,<VBZ><VBN>
is following,is vbz following vbg,1,<VBZ><VBG>
is found,is vbz found vbn,1,<VBZ><VBN>
is free,is vbz free jj,1,<VBZ><JJ>
is galvanised,is vbz galvanised vbn,1,<VBZ><VBN>
is geberated,is vbz geberated vbn,1,<VBZ><VBN>
is giving,is vbz giving vbg,1,<VBZ><VBG>
is going,is vbz going vbg,1,<VBZ><VBG>
is good,is vbz good jj,1,<VBZ><JJ>
is having,is vbz having vbg,1,<VBZ><VBG>
is high,is vbz high jj,1,<VBZ><JJ>
is in operation,is vbz in in_pos operation nn,1,<VBZ><IN><NN>
is in place,is vbz in in_pos place nn,1,<VBZ><IN><NN>
is in progress,is vbz in in_pos progress nn,1,<VBZ><IN><NN>
is in service,is vbz in in_pos service nn,1,<VBZ><IN><NN>
is in tact,is vbz in in_pos tact nn,1,<VBZ><IN><NN>
is installed,is vbz installed vbn,1,<VBZ><VBN>
is intact,is vbz intact jj,1,<VBZ><JJ>
is intactthis,is vbz intactthis jj,1,<VBZ><JJ>
is knick,is vbz knick jj,1,<VBZ><JJ>
is laid,is vbz laid vbn,1,<VBZ><VBN>
is ledgible,is vbz ledgible jj,1,<VBZ><JJ>
is legible,is vbz legible jj,1,<VBZ><JJ>
is little,is vbz little jj,1,<VBZ><JJ>
is located,is vbz located vbn,1,<VBZ><VBN>
is lost,is vbz lost vbn,1,<VBZ><VBN>
is made,is vbz made vbn,1,<VBZ><VBN>
is maiming,is vbz maiming vbg,1,<VBZ><VBG>
is making,is vbz making vbg,1,<VBZ><VBG>
is march,is vbz march nn,1,<VBZ><NN>
is meg,is vbz meg nn,1,<VBZ><NN>
is mud,is vbz mud nn,1,<VBZ><NN>
is na,is vbz na jj,1,<VBZ><JJ>
is off note,is vbz off in_pos note nn,1,<VBZ><IN><NN>
is offered,is vbz offered vbn,1,<VBZ><VBN>
is ohm,is vbz ohm jj,1,<VBZ><JJ>
is ohms,is vbz ohms jj,1,<VBZ><JJ>
is ok,is vbz ok jj,1,<VBZ><JJ>
is on board,is vbz on in_pos board nn,1,<VBZ><IN><NN>
is on motor,is vbz on in_pos motor nn,1,<VBZ><IN><NN>
is online,is vbz online jj,1,<VBZ><JJ>
is open,is vbz open jj,1,<VBZ><JJ>
is opened,is vbz opened vbn,1,<VBZ><VBN>
is operatin,is vbz operatin jj,1,<VBZ><JJ>
is operating,is vbz operating vbg,1,<VBZ><VBG>
is operational,is vbz operational jj,1,<VBZ><JJ>
is pending,is vbz pending vbg,1,<VBZ><VBG>
is performed,is vbz performed vbn,1,<VBZ><VBN>
is prescient,is vbz prescient jj,1,<VBZ><JJ>
is present,is vbz present jj,1,<VBZ><JJ>
is properly,is vbz properly rb,1,<VBZ><RB>
is put,is vbz put vbn,1,<VBZ><VBN>
is q,is vbz q jj,1,<VBZ><JJ>
is readable,is vbz readable jj,1,<VBZ><JJ>
is ready,is vbz ready jj,1,<VBZ><JJ>
is recommended,is vbz recommended vbn,1,<VBZ><VBN>
is reconnected,is vbz reconnected vbn,1,<VBZ><VBN>
is reinstalled,is vbz reinstalled vbn,1,<VBZ><VBN>
is relevant,is vbz relevant jj,1,<VBZ><JJ>
is remaining,is vbz remaining vbg,1,<VBZ><VBG>
is removed,is vbz removed vbn,1,<VBZ><VBN>
is required,is vbz required vbn,1,<VBZ><VBN>
is rubbing,is vbz rubbing vbg,1,<VBZ><VBG>
is running,is vbz running vbg,1,<VBZ><VBG>
is safe,is vbz safe jj,1,<VBZ><JJ>
is same,is vbz same jj,1,<VBZ><JJ>
is satisfactory,is vbz satisfactory jj,1,<VBZ><JJ>
is sealed,is vbz sealed vbn,1,<VBZ><VBN>
is secure,is vbz secure nn,1,<VBZ><NN>
is secured,is vbz secured vbn,1,<VBZ><VBN>
is securena,is vbz securena jj,1,<VBZ><JJ>
is set,is vbz set vbn,1,<VBZ><VBN>
is short,is vbz short jj,1,<VBZ><JJ>
is stopped,is vbz stopped vbn,1,<VBZ><VBN>
is supplied,is vbz supplied vbn,1,<VBZ><VBN>
is terminated,is vbz terminated vbn,1,<VBZ><VBN>
is thrown,is vbz thrown vbn,1,<VBZ><VBN>
is tight,is vbz tight jj,1,<VBZ><JJ>
is troubleshoot,is vbz troubleshoot nn,1,<VBZ><NN>
is unable,is vbz unable jj,1,<VBZ><JJ>
is used,is vbz used vbn,1,<VBZ><VBN>
is verified,is vbz verified vbn,1,<VBZ><VBN>
is working,is vbz working vbg,1,<VBZ><VBG>
isnt balanced,isnt nn balanced vbd,1,<NN><VBD>
isolated,isolated jj,1,<JJ>
isolation isolated,isolation nn isolated vbd,1,<NN><VBD>
issue cleaned,issue nn cleaned vbd,1,<NN><VBD>
issue in motor,issue nn in in_pos motor nn,1,<NN><IN><NN>
issue investigated,issue nn investigated vbd,1,<NN><VBD>
issue made,issue nn made vbd,1,<NN><VBD>
issue was,issue nn was vbd,1,<NN><VBD>
issued,issued vbn,1,<VBN>
issues cause,issues nns cause vbp,1,<NNS><VBP>
issues checked,issues nns checked vbd,1,<NNS><VBD>
issues encoder,issues nns encoder vbp,1,<NNS><VBP>
issues found,issues nns found vbd,1,<NNS><VBD>
issues n,issues nns n nns,1,<NNS><NNS>
issues note,issues nns note vbp,1,<NNS><VBP>
issues were,issues nns were vbd,1,<NNS><VBD>
item in light,item nn in in_pos light nn,1,<NN><IN><NN>
item n,item nn n nns,1,<NN><NNS>
items have,items nns have vbp,1,<NNS><VBP>
items recorded,items nns recorded vbd,1,<NNS><VBD>
james c,james nns c vbp,1,<NNS><VBP>
jb removed,jb nn removed vbd,1,<NN><VBD>
jbox cleaned,jbox nn cleaned vbd,1,<NN><VBD>
jbox examined,jbox nn examined vbd,1,<NN><VBD>
jbox isolated,jbox nn isolated vbd,1,<NN><VBD>
jbox mounted,jbox nn mounted vbd,1,<NN><VBD>
jbox was,jbox nn was vbd,1,<NN><VBD>
jboxes are,jboxes nns are vbp,1,<NNS><VBP>
jboxes had,jboxes nns had vbd,1,<NNS><VBD>
jboxs are,jboxs nn are vbp,1,<NN><VBP>
job carried,job nn carried vbd,1,<NN><VBD>
job closed,job nn closed vbd,1,<NN><VBD>
job completed,job nn completed vbd,1,<NN><VBD>
job created,job nn created vbd,1,<NN><VBD>
job did,job nn did vbd,1,<NN><VBD>
job for motor,job nn for in_pos motor nn,1,<NN><IN><NN>
job gave,job nn gave vbd,1,<NN><VBD>
job in part,job nn in in_pos part nn,1,<NN><IN><NN>
job under mike,job nn under in_pos mike nn,1,<NN><IN><NN>
job was,job nn was vbd,1,<NN><VBD>
job with reference,job nn with in_pos reference nn,1,<NN><IN><NN>
jobs have,jobs nns have vbp,1,<NNS><VBP>
johnson by accident,johnson nn by in_pos accident nn,1,<NN><IN><NN>
just internal,just rb internal jj,1,<RB><JJ>
just on motor,just rb on in_pos motor nn,1,<RB><IN><NN>
just on standby mode,just rb on in_pos standby jj mode nn,1,<RB><IN><JJ><NN>
just performed,just rb performed vbn,1,<RB><VBN>
just wire,just rb wire nn,1,<RB><NN>
kill manifold,kill nn manifold vbd,1,<NN><VBD>
kinks ok,kinks nns ok vbp,1,<NNS><VBP>
knocking,knocking vbg,1,<VBG>
labeled,labeled vbn,1,<VBN>
labels ok,labels nns ok vbp,1,<NNS><VBP>
lack of use,lack nn of in_pos use nn,1,<NN><IN><NN>
lamps are,lamps nns are vbp,1,<NNS><VBP>
last,last jj,1,<JJ>
late,late rb,1,<RB>
laying,laying vbg,1,<VBG>
lbs deisolated,lbs nn deisolated vbd,1,<NN><VBD>
leads are,leads nns are vbp,1,<NNS><VBP>
leads at motor,leads nns at in_pos motor nn,1,<NNS><IN><NN>
leads checked,leads nns checked vbd,1,<NNS><VBD>
leads disconnected,leads nns disconnected vbd,1,<NNS><VBD>
leads had,leads nns had vbd,1,<NNS><VBD>
leads measured,leads nns measured vbd,1,<NNS><VBD>
leads megged,leads nns megged vbd,1,<NNS><VBD>
leads running,leads nns running vbg,1,<NNS><VBG>
leads were,leads nns were vbd,1,<NNS><VBD>
leak evidenced,leak nn evidenced vbd,1,<NN><VBD>
leak found,leak nn found vbd,1,<NN><VBD>
leaking,leaking vbg,1,<VBG>
leaks found,leaks nns found vbd,1,<NNS><VBD>
leaks n,leaks nns n nns,1,<NNS><NNS>
leaks observed,leaks nns observed vbd,1,<NNS><VBD>
leaks ok,leaks nns ok vbp,1,<NNS><VBP>
leaks were,leaks nns were vbd,1,<NNS><VBD>
led,led vbn,1,<VBN>
legible,legible jj,1,<JJ>
lessons learned,lessons nns learned vbd,1,<NNS><VBD>
level of vibration,level nn of in_pos vibration nn,1,<NN><IN><NN>
level was,level nn was vbd,1,<NN><VBD>
lifiting,lifiting vbg,1,<VBG>
lifted,lifted vbn,1,<VBN>
lifting,lifting vbg,1,<VBG>
lifting was,lifting nn was vbd,1,<NN><VBD>
liftting,liftting vbg,1,<VBG>
light did,light nn did vbd,1,<NN><VBD>
lights are,lights nns are vbp,1,<NNS><VBP>
lights clean,lights nns clean vbp,1,<NNS><VBP>
lights made,lights nns made vbd,1,<NNS><VBD>
lights make,lights nns make vbp,1,<NNS><VBP>
lights n,lights nns n nns,1,<NNS><NNS>
lights note,lights nns note vbp,1,<NNS><VBP>
lights ok,lights nns ok vbp,1,<NNS><VBP>
like,like in_pos,1,<IN>
like damage,like in_pos damage nn,1,<IN><NN>
like new condition,like in_pos new jj condition nn,1,<IN><JJ><NN>
limiting,limiting vbg,1,<VBG>
lines are,lines nns are vbp,1,<NNS><VBP>
lines inspected,lines nns inspected vbd,1,<NNS><VBD>
link over voltage,link nn over in_pos voltage nn,1,<NN><IN><NN>
listed,listed vbn,1,<VBN>
listen for abnormal noise,listen nn for in_pos abnormal jj noise nn,1,<NN><IN><JJ><NN>
listened,listened vbn,1,<VBN>
little,little jj,1,<JJ>
local,local jj,1,<JJ>
localized,localized vbn,1,<VBN>
located,located vbn,1,<VBN>
locations local,locations nns local jj,1,<NNS><JJ>
locking,locking vbg,1,<VBG>
logged,logged vbn,1,<VBN>
looked,looked vbd,1,<VBD>
looking,looking vbg,1,<VBG>
looks fine,looks nns fine vbp,1,<NNS><VBP>
looks good,looks nns good jj,1,<NNS><JJ>
looks satisfactory,looks nns satisfactory jj,1,<NNS><JJ>
loop checked,loop nn checked vbd,1,<NN><VBD>
loop closed,loop nn closed vbd,1,<NN><VBD>
loop was,loop nn was vbd,1,<NN><VBD>
loose,loose jj,1,<JJ>
loosing,loosing vbg,1,<VBG>
lost,lost vbn,1,<VBN>
lot of corrosion,lot nn of in_pos corrosion nn,1,<NN><IN><NN>
lot of rust,lot nn of in_pos rust nn,1,<NN><IN><NN>
louver in motor,louver nn in in_pos motor nn,1,<NN><IN><NN>
louver in mp,louver nn in in_pos mp nn,1,<NN><IN><NN>
louver installed,louver nn installed vbd,1,<NN><VBD>
louvers are,louvers nns are vbp,1,<NNS><VBP>
louvers cleaned,louvers nns cleaned vbd,1,<NNS><VBD>
louvers note,louvers nns note vbp,1,<NNS><VBP>
louvers present,louvers nns present jj,1,<NNS><JJ>
louvers received,louvers nns received vbd,1,<NNS><VBD>
louvers removed,louvers nns removed vbd,1,<NNS><VBD>
louversthis was,louversthis nn was vbd,1,<NN><VBD>
low,low jj,1,<JJ>
lowered,lowered vbn,1,<VBN>
lubricated,lubricated vbn,1,<VBN>
lubricating,lubricating vbg,1,<VBG>
lubrication performed,lubrication nn performed vbd,1,<NN><VBD>
lubrication removed,lubrication nn removed vbd,1,<NN><VBD>
luricated,luricated vbn,1,<VBN>
lying,lying vbg,1,<VBG>
made,made vbn,1,<VBN>
magnetic,magnetic jj,1,<JJ>
main,main jj,1,<JJ>
mains ac,mains nns ac vbp,1,<NNS><VBP>
maintained,maintained vbn,1,<VBN>
maintains hazardous,maintains nns hazardous jj,1,<NNS><JJ>
major,major jj,1,<JJ>
make,make vb,1,<VB>
make required,make nn required vbn,1,<NN><VBN>
makers are,makers nns are vbp,1,<NNS><VBP>
making,making vbg,1,<VBG>
manifold for corrosion,manifold nn for in_pos corrosion nn,1,<NN><IN><NN>
manifold have,manifold nns have vbp,1,<NNS><VBP>
manifold tested,manifold rb tested vbn,1,<RB><VBN>
manifold was,manifold nn was vbd,1,<NN><VBD>
manifolds were,manifolds nns were vbd,1,<NNS><VBD>
manual,manual jj,1,<JJ>
manual for lubrication,manual jj for in_pos lubrication nn,1,<JJ><IN><NN>
manuallythis was,manuallythis nn was vbd,1,<NN><VBD>
map isolated,map nn isolated vbd,1,<NN><VBD>
map made,map nn made vbd,1,<NN><VBD>
mar found,mar nn found vbd,1,<NN><VBD>
mar with drill,mar nn with in_pos drill nn,1,<NN><IN><NN>
marker in place,marker nn in in_pos place nn,1,<NN><IN><NN>
marker was,marker nn was vbd,1,<NN><VBD>
markers are,markers nns are vbp,1,<NNS><VBP>
marking,marking vbg,1,<VBG>
may be performed,may md be vb performed vbn,1,<MD><VB><VBN>
may have been,may md have vb been vbn,1,<MD><VB><VBN>
mcc for dirt,mcc nn for in_pos dirt nn,1,<NN><IN><NN>
mcc performed,mcc nn performed vbd,1,<NN><VBD>
mccchecks ok,mccchecks nns ok vbp,1,<NNS><VBP>
measure within tolerance,measure nn within in_pos tolerance nn,1,<NN><IN><NN>
measured,measured vbn,1,<VBN>
measurements checked,measurements nns checked vbd,1,<NNS><VBD>
measurements confirmed,measurements nns confirmed vbd,1,<NNS><VBD>
measurements note,measurements nns note vbp,1,<NNS><VBP>
measurements were,measurements nns were vbd,1,<NNS><VBD>
measures confirmed,measures nns confirmed vbd,1,<NNS><VBD>
measures make,measures nns make vbp,1,<NNS><VBP>
measures note,measures nns note vbp,1,<NNS><VBP>
measures ohms,measures nns ohms vbp,1,<NNS><VBP>
measuring,measuring vbg,1,<VBG>
mechancics performed,mechancics nns performed vbd,1,<NNS><VBD>
mechanical,mechanical jj,1,<JJ>
mechanically prepped,mechanically rb prepped vbd,1,<RB><VBD>
mechanics changed,mechanics nns changed vbd,1,<NNS><VBD>
mechanics completed,mechanics nns completed vbd,1,<NNS><VBD>
mechanics have,mechanics nns have vbp,1,<NNS><VBP>
mechanics start,mechanics nns start vbp,1,<NNS><VBP>
medium installed,medium nn installed vbd,1,<NN><VBD>
megged,megged vbn,1,<VBN>
megger at v,megger nn at in_pos v nn,1,<NN><IN><NN>
megger tested,megger nn tested vbd,1,<NN><VBD>
megger was,megger nn was vbd,1,<NN><VBD>
meggered,meggered vbn,1,<VBN>
megging,megging vbg,1,<VBG>
mentioned,mentioned vbn,1,<VBN>
meter good,meter rb good jj,1,<RB><JJ>
meter on starter,meter nn on in_pos starter nn,1,<NN><IN><NN>
meter recorded,meter nn recorded vbd,1,<NN><VBD>
min found,min nn found vbd,1,<NN><VBD>
min inspected,min nn inspected vbd,1,<NN><VBD>
mins g,mins nns g vbp,1,<NNS><VBP>
mins m,mins nns m vbp,1,<NNS><VBP>
mins pi,mins nns pi vbp,1,<NNS><VBP>
mins v,mins nns v vbp,1,<NNS><VBP>
minutes gohm,minutes nns gohm vbp,1,<NNS><VBP>
minutes monitored,minutes nns monitored vbd,1,<NNS><VBD>
missing,missing vbg,1,<VBG>
mm adjusted,mm nn adjusted vbd,1,<NN><VBD>
mohms deisolated,mohms nn deisolated vbd,1,<NN><VBD>
mohms performed,mohms nn performed vbd,1,<NN><VBD>
moisture observed,moisture nn observed vbd,1,<NN><VBD>
monitored,monitored vbd,1,<VBD>
monitoring systemconfirmed,monitoring nn systemconfirmed vbd,1,<NN><VBD>
motor arrived,motor nn arrived vbd,1,<NN><VBD>
motor as lubrification,motor nn as in_pos lubrification nn,1,<NN><IN><NN>
motor at vfd,motor nn at in_pos vfd nn,1,<NN><IN><NN>
motor carried,motor nn carried vbd,1,<NN><VBD>
motor checked,motor nn checked vbd,1,<NN><VBD>
motor cleaned,motor nn cleaned vbd,1,<NN><VBD>
motor closed,motor nn closed vbd,1,<NN><VBD>
motor dessembiled,motor nn dessembiled vbd,1,<NN><VBD>
motor did,motor nn did vbd,1,<NN><VBD>
motor extracted,motor nn extracted vbd,1,<NN><VBD>
motor fabricated,motor nn fabricated vbd,1,<NN><VBD>
motor failed,motor nn failed vbd,1,<NN><VBD>
motor for corrosion,motor nn for in_pos corrosion nn,1,<NN><IN><NN>
motor for dirt,motor nn for in_pos dirt nn,1,<NN><IN><NN>
motor for function,motor nn for in_pos function nn,1,<NN><IN><NN>
motor for mp,motor nn for in_pos mp nn,1,<NN><IN><NN>
motor for mud,motor nn for in_pos mud nn,1,<NN><IN><NN>
motor found,motor nn found vbd,1,<NN><VBD>
motor from b,motor nn from in_pos b nn,1,<NN><IN><NN>
motor from vfd,motor nn from in_pos vfd nn,1,<NN><IN><NN>
motor had,motor nn had vbd,1,<NN><VBD>
motor in september,motor nn in in_pos september nn,1,<NN><IN><NN>
motor inspected,motor nn inspected vbd,1,<NN><VBD>
motor installed,motor nn installed vbd,1,<NN><VBD>
motor isolated,motor nn isolated vbd,1,<NN><VBD>
motor lifted,motor nn lifted vbd,1,<NN><VBD>
motor lubricated,motor nn lubricated vbd,1,<NN><VBD>
motor made,motor nn made vbd,1,<NN><VBD>
motor measured,motor nn measured vbd,1,<NN><VBD>
motor megged,motor nn megged vbd,1,<NN><VBD>
motor on mud,motor nn on in_pos mud nn,1,<NN><IN><NN>
motor opened,motor nn opened vbd,1,<NN><VBD>
motor performed,motor nn performed vbd,1,<NN><VBD>
motor ran,motor nn ran vbd,1,<NN><VBD>
motor received,motor nn received vbd,1,<NN><VBD>
motor recorded,motor nn recorded vbd,1,<NN><VBD>
motor removed,motor nn removed vbd,1,<NN><VBD>
motor replaced,motor nn replaced vbd,1,<NN><VBD>
motor returned,motor nn returned vbd,1,<NN><VBD>
motor sent,motor nn sent vbd,1,<NN><VBD>
motor stoped,motor nn stoped vbd,1,<NN><VBD>
motor tripped,motor nn tripped vbd,1,<NN><VBD>
motor used,motor nn used vbd,1,<NN><VBD>
motor verified,motor nn verified vbd,1,<NN><VBD>
motor visualized,motor nn visualized vbd,1,<NN><VBD>
motor was,motor nn was vbd,1,<NN><VBD>
motor wired,motor nn wired vbd,1,<NN><VBD>
motor with air,motor nn with in_pos air nn,1,<NN><IN><NN>
motor with loss,motor nn with in_pos loss nn,1,<NN><IN><NN>
motor with paint,motor nn with in_pos paint nn,1,<NN><IN><NN>
motor with stethoscope,motor nn with in_pos stethoscope nn,1,<NN><IN><NN>
motors amp,motors nns amp vbp,1,<NNS><VBP>
motors appeared,motors nns appeared vbd,1,<NNS><VBD>
motors ar,motors nns ar vbp,1,<NNS><VBP>
motors are,motors nns are vbp,1,<NNS><VBP>
motors aux,motors nns aux vbp,1,<NNS><VBP>
motors blower,motors nns blower vbp,1,<NNS><VBP>
motors checked,motors nns checked vbd,1,<NNS><VBD>
motors clean,motors nns clean vbp,1,<NNS><VBP>
motors cleaned,motors nns cleaned vbd,1,<NNS><VBD>
motors confirmed,motors nns confirmed vbd,1,<NNS><VBD>
motors current,motors nns current jj,1,<NNS><JJ>
motors do,motors nns do vbp,1,<NNS><VBP>
motors donot,motors nns donot vbp,1,<NNS><VBP>
motors due,motors nns due jj,1,<NNS><JJ>
motors edocs,motors nns edocs vbp,1,<NNS><VBP>
motors fan,motors nns fan vbp,1,<NNS><VBP>
motors found,motors nns found vbd,1,<NNS><VBD>
motors get,motors nns get vbp,1,<NNS><VBP>
motors had,motors nns had vbd,1,<NNS><VBD>
motors have,motors nns have vbp,1,<NNS><VBP>
motors havent,motors nns havent vbd,1,<NNS><VBD>
motors impellor,motors nns impellor vbp,1,<NNS><VBP>
motors inspected,motors nns inspected vbd,1,<NNS><VBD>
motors lifted,motors nns lifted vbd,1,<NNS><VBD>
motors main,motors nns main jj,1,<NNS><JJ>
motors megged,motors nns megged vbd,1,<NNS><VBD>
motors n,motors nns n vbp,1,<NNS><VBP>
motors need,motors nns need vbp,1,<NNS><VBP>
motors note,motors nns note vbp,1,<NNS><VBP>
motors opened,motors nns opened vbd,1,<NNS><VBD>
motors overhaul,motors nns overhaul vbp,1,<NNS><VBP>
motors performed,motors nns performed vbd,1,<NNS><VBD>
motors pm,motors nns pm vbp,1,<NNS><VBP>
motors removal,motors nns removal vbp,1,<NNS><VBP>
motors removed,motors nns removed vbd,1,<NNS><VBD>
motors require,motors nns require vbp,1,<NNS><VBP>
motors returned,motors nns returned vbd,1,<NNS><VBD>
motors rotated,motors nns rotated vbd,1,<NNS><VBD>
motors run,motors nns run vbp,1,<NNS><VBP>
motors sealed,motors nns sealed vbd,1,<NNS><VBD>
motors sound,motors nns sound vbd,1,<NNS><VBD>
motors step,motors nns step vbp,1,<NNS><VBP>
motors tested,motors nns tested vbd,1,<NNS><VBD>
motors third,motors nns third vbp,1,<NNS><VBP>
motors use,motors nns use vbp,1,<NNS><VBP>
motors visualized,motors nns visualized vbd,1,<NNS><VBD>
motors were,motors nns were vbd,1,<NNS><VBD>
motorthis had,motorthis nn had vbd,1,<NN><VBD>
mounted,mounted vbn,1,<VBN>
mounting,mounting vbg,1,<VBG>
mounting had,mounting nn had vbd,1,<NN><VBD>
mounting replaced,mounting nn replaced vbd,1,<NN><VBD>
mounting was,mounting nn was vbd,1,<NN><VBD>
mountings were,mountings nns were vbd,1,<NNS><VBD>
mounts are,mounts nns are vbp,1,<NNS><VBP>
mounts n,mounts nns n vbp,1,<NNS><VBP>
mounts na,mounts nns na to_pos,1,<NNS><TO>
mounts ok,mounts nns ok vbp,1,<NNS><VBP>
moved,moved vbn,1,<VBN>
movement sourced,movement nn sourced vbd,1,<NN><VBD>
moving,moving vbg,1,<VBG>
mp drive,mp nns drive vbp,1,<NNS><VBP>
msn created,msn nn created vbd,1,<NN><VBD>
much,much jj,1,<JJ>
mud contacted,mud nn contacted vbd,1,<NN><VBD>
mudpumps are,mudpumps nns are vbp,1,<NNS><VBP>
must be added,must md be vb added vbn,1,<MD><VB><VBN>
