phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE,dummy_labels
suitable welded,suitable jj welded vbd,JJ VBD,<JJ><VBD>,1
sup to use,sup nn to to_pos use vb,NN TO VB,<NN><TO><VB>,1
supplied,supplied vbn,VBN,<VBN>,1
supplies ordered,supplies nns ordered vbd,NNS VBD,<NNS><VBD>,1
supply to pump,supply nn to to_pos pump vb,NN TO VB,<NN><TO><VB>,1
supplying,supplying vbg,VBG,<VBG>,1
supports cableing,supports nns cableing vbg,NNS VBG,<NNS><VBG>,1
supt to close,supt nn to to_pos close vb,NN TO VB,<NN><TO><VB>,1
sure,sure nn,NN,<NN>,1
surface measured,surface nn measured vbd,NN VBD,<NN><VBD>,1
surface meggered,surface nn meggered vbd,NN VBD,<NN><VBD>,1
surfaceremoved,surfaceremoved vbn,VBN,<VBN>,1
survey was,survey nn was vbd,NN VBD,<NN><VBD>,1
suspect coupling,suspect nn coupling vbg,NN VBG,<NN><VBG>,1
suspected,suspected vbn,VBN,<VBN>,1
swapped,swapped vbd,VBD,<VBD>,1
swbd to deisolate,swbd nn to to_pos deisolate vb,NN TO VB,<NN><TO><VB>,1
switch,switch nn,NN,<NN>,1
switch prevented,switch nn prevented vbd,NN VBD,<NN><VBD>,1
switch removed,switch nn removed vbd,NN VBD,<NN><VBD>,1
switch to become,switch nn to to_pos become vb,NN TO VB,<NN><TO><VB>,1
switch was,switch nn was vbd,NN VBD,<NN><VBD>,1
switches are,switches nns are vbp,NNS VBP,<NNS><VBP>,1
switches found,switches nns found vbd,NNS VBD,<NNS><VBD>,1
switches installed,switches nns installed vbd,NNS VBD,<NNS><VBD>,1
switches open,switches nns open vbp,NNS VBP,<NNS><VBP>,1
switchgear,switchgear nn,NN,<NN>,1
swivel,swivel nn,NN,<NN>,1
system checked,system nn checked vbd,NN VBD,<NN><VBD>,1
system closed,system nn closed vbd,NN VBD,<NN><VBD>,1
system confirmed,system nn confirmed vbd,NN VBD,<NN><VBD>,1
system found,system nn found vbd,NN VBD,<NN><VBD>,1
system in janurary,system nn in in_pos janurary nn,NN IN NN,<NN><IN><NN>,1
system inspected,system nn inspected vbd,NN VBD,<NN><VBD>,1
system stroke,system nn stroke vbd,NN VBD,<NN><VBD>,1
system to supply,system nn to to_pos supply vb,NN TO VB,<NN><TO><VB>,1
system transfered,system nn transfered vbd,NN VBD,<NN><VBD>,1
system were,system nn were vbd,NN VBD,<NN><VBD>,1
systems examine,systems nns examine vbp,NNS VBP,<NNS><VBP>,1
systems have,systems nns have vbp,NNS VBP,<NNS><VBP>,1
systems removed,systems nns removed vbd,NNS VBD,<NNS><VBD>,1
tag for mud,tag nn for in_pos mud nn,NN IN NN,<NN><IN><NN>,1
tag was,tag nn was vbd,NN VBD,<NN><VBD>,1
tags are,tags nns are vbp,NNS VBP,<NNS><VBP>,1
tags in place,tags nns in in_pos place nn,NNS IN NN,<NNS><IN><NN>,1
tags present,tags nns present jj,NNS JJ,<NNS><JJ>,1
tags were,tags nns were vbd,NNS VBD,<NNS><VBD>,1
taken,taken vbn,VBN,<VBN>,1
taking,taking vbg,VBG,<VBG>,1
talking,talking vbg,VBG,<VBG>,1
tapped,tapped nns,NNS,<NNS>,1
task,task nn,NN,<NN>,1
task completed,task nn completed vbd,NN VBD,<NN><VBD>,1
task to see,task nn to to_pos see vb,NN TO VB,<NN><TO><VB>,1
task to task,task nn to to_pos task vb,NN TO VB,<NN><TO><VB>,1
task was,task nn was vbd,NN VBD,<NN><VBD>,1
tasks were,tasks nns were vbd,NNS VBD,<NNS><VBD>,1
team to conduct,team nn to to_pos conduct vb,NN TO VB,<NN><TO><VB>,1
tear,tear nn,NN,<NN>,1
tech came,tech nn came vbd,NN VBD,<NN><VBD>,1
technician,technician jj,JJ,<JJ>,1
technician to do,technician nn to to_pos do vb,NN TO VB,<NN><TO><VB>,1
technician to inspect,technician jj to to_pos inspect vb,JJ TO VB,<JJ><TO><VB>,1
temp,temp nn,NN,<NN>,1
temp found,temp nn found vbd,NN VBD,<NN><VBD>,1
temp noted,temp nn noted vbd,NN VBD,<NN><VBD>,1
temp of c,temp nn of in_pos c nn,NN IN NN,<NN><IN><NN>,1
temperature,temperature nn,NN,<NN>,1
temperature checked,temperature nn checked vbd,NN VBD,<NN><VBD>,1
temperature detected,temperature nn detected vbd,NN VBD,<NN><VBD>,1
temperature found,temperature nn found vbd,NN VBD,<NN><VBD>,1
temperature measured,temperature nn measured vbd,NN VBD,<NN><VBD>,1
temperature monitored,temperature nn monitored vbd,NN VBD,<NN><VBD>,1
temperature noted,temperature nn noted vbd,NN VBD,<NN><VBD>,1
temperature of drive,temperature nn of in_pos drive nn,NN IN NN,<NN><IN><NN>,1
temperature perfomed,temperature nn perfomed vbd,NN VBD,<NN><VBD>,1
temperature was,temperature nn was vbd,NN VBD,<NN><VBD>,1
temperatures are,temperatures nns are vbp,NNS VBP,<NNS><VBP>,1
temperatures noted,temperatures nns noted vbd,NNS VBD,<NNS><VBD>,1
temperatures took,temperatures nns took vbd,NNS VBD,<NNS><VBD>,1
temperatures were,temperatures nns were vbd,NNS VBD,<NNS><VBD>,1
temps,temps nns,NNS,<NNS>,1
temps above normal range,temps nns above in_pos normal jj range nn,NNS IN JJ NN,<NNS><IN><JJ><NN>,1
temps are,temps nns are vbp,NNS VBP,<NNS><VBP>,1
temps detected,temps nns detected vbd,NNS VBD,<NNS><VBD>,1
temps do,temps nns do vbp,NNS VBP,<NNS><VBP>,1
temps normal,temps nns normal jj,NNS JJ,<NNS><JJ>,1
temps noted,temps nns noted vbd,NNS VBD,<NNS><VBD>,1
temps re,temps nns re vbp,NNS VBP,<NNS><VBP>,1
temps were,temps nns were vbd,NNS VBD,<NNS><VBD>,1
terminal,terminal nn,NN,<NN>,1
terminal measured,terminal nn measured vbd,NN VBD,<NN><VBD>,1
terminals are,terminals nns are vbp,NNS VBP,<NNS><VBP>,1
terminals found,terminals nns found vbd,NNS VBD,<NNS><VBD>,1
terminals tightened,terminals nns tightened vbd,NNS VBD,<NNS><VBD>,1
terminals x,terminals nns x vbp,NNS VBP,<NNS><VBP>,1
termination in order,termination nn in in_pos order nn,NN IN NN,<NN><IN><NN>,1
test after rig,test nn after in_pos rig nn,NN IN NN,<NN><IN><NN>,1
test at kv,test nn at in_pos kv nn,NN IN NN,<NN><IN><NN>,1
test at v,test nn at in_pos v nn,NN IN NN,<NN><IN><NN>,1
test at vdc,test nn at in_pos vdc nn,NN IN NN,<NN><IN><NN>,1
test carried,test nn carried vbd,NN VBD,<NN><VBD>,1
test checked,test nn checked vbd,NN VBD,<NN><VBD>,1
test completed,test nn completed vbd,NN VBD,<NN><VBD>,1
test connected,test nn connected vbd,NN VBD,<NN><VBD>,1
test did,test nn did vbd,NN VBD,<NN><VBD>,1
test inspected,test nn inspected vbd,NN VBD,<NN><VBD>,1
test made,test nn made vbd,NN VBD,<NN><VBD>,1
test noted,test nn noted vbd,NN VBD,<NN><VBD>,1
test on ac,test nn on in_pos ac nn,NN IN NN,<NN><IN><NN>,1
test on drive,test nn on in_pos drive nn,NN IN NN,<NN><IN><NN>,1
test on mcc,test nn on in_pos mcc nn,NN IN NN,<NN><IN><NN>,1
test on motor,test nn on in_pos motor nn,NN IN NN,<NN><IN><NN>,1
test performed,test nn performed vbd,NN VBD,<NN><VBD>,1
test ran,test nn ran vbd,NN VBD,<NN><VBD>,1
test removed,test nn removed vbd,NN VBD,<NN><VBD>,1
test was,test nn was vbd,NN VBD,<NN><VBD>,1
test with driller,test nn with in_pos driller nn,NN IN NN,<NN><IN><NN>,1
tested,tested vbn,VBN,<VBN>,1
testing,testing vbg,VBG,<VBG>,1
tests aug,tests nns aug vbp,NNS VBP,<NNS><VBP>,1
tests feb,tests nns feb vbp,NNS VBP,<NNS><VBP>,1
tests ir,tests nns ir vbp,NNS VBP,<NNS><VBP>,1
tests noted,tests nns noted vbd,NNS VBD,<NNS><VBD>,1
tests visualized,tests nns visualized vbd,NNS VBD,<NNS><VBD>,1
tfs are,tfs nns are vbp,NNS VBP,<NNS><VBP>,1
tha,tha nn,NN,<NN>,1
than b,than in_pos b nn,IN NN,<IN><NN>,1
than g,than in_pos g nn,IN NN,<IN><NN>,1
than normal,than in_pos normal jj,IN JJ,<IN><JJ>,1
that ac,that dt ac nn,DT NN,<DT><NN>,1
that applied,that dt applied vbd,DT VBD,<DT><VBD>,1
that barite,that dt barite nn,DT NN,<DT><NN>,1
that blower,that dt blower nn,DT NN,<DT><NN>,1
that broken,that dt broken vbd,DT VBD,<DT><VBD>,1
that drive,that dt drive nn,DT NN,<DT><NN>,1
that fault,that dt fault nn,DT NN,<DT><NN>,1
that i,that in_pos i nn,IN NN,<IN><NN>,1
that intermittent,that dt intermittent nn,DT NN,<DT><NN>,1
that job,that dt job nn,DT NN,<DT><NN>,1
that jobwe,that dt jobwe nn,DT NN,<DT><NN>,1
that motor,that dt motor nn,DT NN,<DT><NN>,1
that mud,that dt mud nn,DT NN,<DT><NN>,1
that original,that dt original jj,DT JJ,<DT><JJ>,1
that pi,that dt pi nn,DT NN,<DT><NN>,1
that pump,that dt pump nn,DT NN,<DT><NN>,1
that time,that dt time nn,DT NN,<DT><NN>,1
that water,that dt water nn,DT NN,<DT><NN>,1
the abnormal,the dt abnormal nn,DT NN,<DT><NN>,1
the above,the dt above nn,DT NN,<DT><NN>,1
the ac,the dt ac nn,DT NN,<DT><NN>,1
the access,the dt access nn,DT NN,<DT><NN>,1
the actions,the dt actions nns,DT NNS,<DT><NNS>,1
the active,the dt active jj,DT JJ,<DT><JJ>,1
the acuracy,the dt acuracy nn,DT NN,<DT><NN>,1
the adjustment,the dt adjustment nn,DT NN,<DT><NN>,1
the admin,the dt admin nn,DT NN,<DT><NN>,1
the aft,the dt aft nn,DT NN,<DT><NN>,1
the air,the dt air nn,DT NN,<DT><NN>,1
the aircure,the dt aircure nn,DT NN,<DT><NN>,1
the airflow,the dt airflow nn,DT NN,<DT><NN>,1
the alarm,the dt alarm nn,DT NN,<DT><NN>,1
the aluminium,the dt aluminium nn,DT NN,<DT><NN>,1
the annual,the dt annual jj,DT JJ,<DT><JJ>,1
the applicable,the dt applicable jj,DT JJ,<DT><JJ>,1
the appropriate,the dt appropriate nn,DT NN,<DT><NN>,1
the area,the dt area nn,DT NN,<DT><NN>,1
the assembly,the dt assembly nn,DT NN,<DT><NN>,1
the assemilation,the dt assemilation nn,DT NN,<DT><NN>,1
the assistance,the dt assistance nn,DT NN,<DT><NN>,1
the attach,the dt attach nn,DT NN,<DT><NN>,1
the attached,the dt attached jj,DT JJ,<DT><JJ>,1
the aux,the dt aux nn,DT NN,<DT><NN>,1
the auxiliaries,the dt auxiliaries nns,DT NNS,<DT><NNS>,1
the availability,the dt availability nn,DT NN,<DT><NN>,1
the available,the dt available jj,DT JJ,<DT><JJ>,1
the awb,the dt awb nn,DT NN,<DT><NN>,1
the b,the dt b nn,DT NN,<DT><NN>,1
the back,the dt back nn,DT NN,<DT><NN>,1
the bad,the dt bad jj,DT JJ,<DT><JJ>,1
the ball,the dt ball nn,DT NN,<DT><NN>,1
the barrier,the dt barrier nn,DT NN,<DT><NN>,1
the base,the dt base nn,DT NN,<DT><NN>,1
the baylor,the dt baylor nn,DT NN,<DT><NN>,1
the bearing,the dt bearing nn,DT NN,<DT><NN>,1
the bearings,the dt bearings nns,DT NNS,<DT><NNS>,1
the below,the dt below nn,DT NN,<DT><NN>,1
the belt,the dt belt nn,DT NN,<DT><NN>,1
the belts,the dt belts nns,DT NNS,<DT><NNS>,1
the bender,the dt bender nn,DT NN,<DT><NN>,1
the bladder,the dt bladder nn,DT NN,<DT><NN>,1
the blades,the dt blades nns,DT NNS,<DT><NNS>,1
the block,the dt block nn,DT NN,<DT><NN>,1
the blower,the dt blower nn,DT NN,<DT><NN>,1
the blowers,the dt blowers nns,DT NNS,<DT><NNS>,1
the boat,the dt boat nn,DT NN,<DT><NN>,1
the bolt,the dt bolt nn,DT NN,<DT><NN>,1
the bolts,the dt bolts nns,DT NNS,<DT><NNS>,1
the bottom,the dt bottom nn,DT NN,<DT><NN>,1
the box,the dt box nn,DT NN,<DT><NN>,1
the breaker,the dt breaker nn,DT NN,<DT><NN>,1
the bucket,the dt bucket nn,DT NN,<DT><NN>,1
the bulk,the dt bulk nn,DT NN,<DT><NN>,1
the bulletin,the dt bulletin nn,DT NN,<DT><NN>,1
the bus,the dt bus nn,DT NN,<DT><NN>,1
the busbar,the dt busbar nn,DT NN,<DT><NN>,1
the cabinet,the dt cabinet nn,DT NN,<DT><NN>,1
the cable,the dt cable nn,DT NN,<DT><NN>,1
the cables,the dt cables nns,DT NNS,<DT><NNS>,1
the cabling,the dt cabling nn,DT NN,<DT><NN>,1
the cause,the dt cause nn,DT NN,<DT><NN>,1
the center,the dt center nn,DT NN,<DT><NN>,1
the checks,the dt checks nns,DT NNS,<DT><NNS>,1
the choke,the dt choke nn,DT NN,<DT><NN>,1
the circuit,the dt circuit nn,DT NN,<DT><NN>,1
the cleanes,the dt cleanes nns,DT NNS,<DT><NNS>,1
the closed,the dt closed jj,DT JJ,<DT><JJ>,1
the cm,the dt cm nn,DT NN,<DT><NN>,1
the coiled,the dt coiled jj,DT JJ,<DT><JJ>,1
the combination,the dt combination nn,DT NN,<DT><NN>,1
the company,the dt company nn,DT NN,<DT><NN>,1
the complete,the dt complete jj,DT JJ,<DT><JJ>,1
the components,the dt components nns,DT NNS,<DT><NNS>,1
the conditions,the dt conditions nns,DT NNS,<DT><NNS>,1
the configuration,the dt configuration nn,DT NN,<DT><NN>,1
the connection,the dt connection nn,DT NN,<DT><NN>,1
the connections,the dt connections nns,DT NNS,<DT><NNS>,1
the consistent,the dt consistent nn,DT NN,<DT><NN>,1
the contactors,the dt contactors nns,DT NNS,<DT><NNS>,1
the control,the dt control nn,DT NN,<DT><NN>,1
the cooling,the dt cooling nn,DT NN,<DT><NN>,1
the correct,the dt correct nn,DT NN,<DT><NN>,1
the corrective,the dt corrective nn,DT NN,<DT><NN>,1
the cover,the dt cover nn,DT NN,<DT><NN>,1
the covers,the dt covers nns,DT NNS,<DT><NNS>,1
the craft,the dt craft nn,DT NN,<DT><NN>,1
the crane,the dt crane nn,DT NN,<DT><NN>,1
the crimps,the dt crimps nns,DT NNS,<DT><NNS>,1
the cubicle,the dt cubicle nn,DT NN,<DT><NN>,1
the cyber,the dt cyber nn,DT NN,<DT><NN>,1
the damage,the dt damage nn,DT NN,<DT><NN>,1
the data,the dt data nn,DT NN,<DT><NN>,1
the day,the dt day nn,DT NN,<DT><NN>,1
the de,the dt de nn,DT NN,<DT><NN>,1
the deck,the dt deck nn,DT NN,<DT><NN>,1
the defective,the dt defective jj,DT JJ,<DT><JJ>,1
the degrading onesrecently,the dt degrading nn onesrecently rb,DT NN RB,<DT><NN><RB>,1
the demister,the dt demister nn,DT NN,<DT><NN>,1
the derrick,the dt derrick nn,DT NN,<DT><NN>,1
the details,the dt details nns,DT NNS,<DT><NNS>,1
the difference,the dt difference nn,DT NN,<DT><NN>,1
the direct,the dt direct jj,DT JJ,<DT><JJ>,1
the dirt,the dt dirt nn,DT NN,<DT><NN>,1
the documents,the dt documents nns,DT NNS,<DT><NNS>,1
the door,the dt door nn,DT NN,<DT><NN>,1
the draw,the dt draw nn,DT NN,<DT><NN>,1
the drawing,the dt drawing nn,DT NN,<DT><NN>,1
the drill,the dt drill nn,DT NN,<DT><NN>,1
the driller,the dt driller nn,DT NN,<DT><NN>,1
the drillfloor,the dt drillfloor nn,DT NN,<DT><NN>,1
the drilling,the dt drilling nn,DT NN,<DT><NN>,1
the drive,the dt drive nn,DT NN,<DT><NN>,1
the drives,the dt drives nns,DT NNS,<DT><NNS>,1
the dsgr,the dt dsgr nn,DT NN,<DT><NN>,1
the duct,the dt duct nn,DT NN,<DT><NN>,1
the ducting,the dt ducting nn,DT NN,<DT><NN>,1
the ducts,the dt ducts nns,DT NNS,<DT><NNS>,1
the eadge,the dt eadge nn,DT NN,<DT><NN>,1
the earth,the dt earth nn,DT NN,<DT><NN>,1
the electric,the dt electric jj,DT JJ,<DT><JJ>,1
the electrical,the dt electrical jj,DT JJ,<DT><JJ>,1
the elements,the dt elements nns,DT NNS,<DT><NNS>,1
the empellor,the dt empellor nn,DT NN,<DT><NN>,1
the encoder,the dt encoder nn,DT NN,<DT><NN>,1
the encoders,the dt encoders nns,DT NNS,<DT><NNS>,1
the engineering,the dt engineering nn,DT NN,<DT><NN>,1
the engineers,the dt engineers nns,DT NNS,<DT><NNS>,1
the environment,the dt environment nn,DT NN,<DT><NN>,1
the equipment,the dt equipment nn,DT NN,<DT><NN>,1
the estop,the dt estop nn,DT NN,<DT><NN>,1
the ets,the dt ets nns,DT NNS,<DT><NNS>,1
the exceptable,the dt exceptable jj,DT JJ,<DT><JJ>,1
the exception,the dt exception nn,DT NN,<DT><NN>,1
the exterior,the dt exterior nn,DT NN,<DT><NN>,1
the external,the dt external jj,DT JJ,<DT><JJ>,1
the eyebolt,the dt eyebolt nn,DT NN,<DT><NN>,1
the face,the dt face nn,DT NN,<DT><NN>,1
the fact,the dt fact nn,DT NN,<DT><NN>,1
the fan,the dt fan nn,DT NN,<DT><NN>,1
the fault,the dt fault nn,DT NN,<DT><NN>,1
the faulty,the dt faulty nn,DT NN,<DT><NN>,1
the field,the dt field nn,DT NN,<DT><NN>,1
the file,the dt file nn,DT NN,<DT><NN>,1
the filter,the dt filter nn,DT NN,<DT><NN>,1
the filters,the dt filters nns,DT NNS,<DT><NNS>,1
the final,the dt final jj,DT JJ,<DT><JJ>,1
the first,the dt first jj,DT JJ,<DT><JJ>,1
the fiscal,the dt fiscal jj,DT JJ,<DT><JJ>,1
the flages,the dt flages nns,DT NNS,<DT><NNS>,1
the floor,the dt floor nn,DT NN,<DT><NN>,1
the foam,the dt foam nn,DT NN,<DT><NN>,1
the following,the dt following nn,DT NN,<DT><NN>,1
the foundation,the dt foundation nn,DT NN,<DT><NN>,1
the fourth,the dt fourth jj,DT JJ,<DT><JJ>,1
the frame,the dt frame nn,DT NN,<DT><NN>,1
the front,the dt front nn,DT NN,<DT><NN>,1
the function,the dt function nn,DT NN,<DT><NN>,1
the fundation,the dt fundation nn,DT NN,<DT><NN>,1
the fuse,the dt fuse nn,DT NN,<DT><NN>,1
the future,the dt future nn,DT NN,<DT><NN>,1
the gaskets,the dt gaskets nns,DT NNS,<DT><NNS>,1
the gauges,the dt gauges nns,DT NNS,<DT><NNS>,1
the ge,the dt ge nn,DT NN,<DT><NN>,1
the gland,the dt gland nn,DT NN,<DT><NN>,1
the glands,the dt glands nns,DT NNS,<DT><NNS>,1
the global,the dt global jj,DT JJ,<DT><JJ>,1
the gom,the dt gom nn,DT NN,<DT><NN>,1
the good,the dt good jj,DT JJ,<DT><JJ>,1
the ground,the dt ground nn,DT NN,<DT><NN>,1
the guages,the dt guages nns,DT NNS,<DT><NNS>,1
the guys,the dt guys nns,DT NNS,<DT><NNS>,1
the handover,the dt handover nn,DT NN,<DT><NN>,1
the heat,the dt heat nn,DT NN,<DT><NN>,1
the heater,the dt heater nn,DT NN,<DT><NN>,1
the heaters,the dt heaters nns,DT NNS,<DT><NNS>,1
the high,the dt high jj,DT JJ,<DT><JJ>,1
the hmi,the dt hmi nn,DT NN,<DT><NN>,1
the holes,the dt holes nns,DT NNS,<DT><NNS>,1
the hose,the dt hose nn,DT NN,<DT><NN>,1
the hot,the dt hot jj,DT JJ,<DT><JJ>,1
the hour,the dt hour nn,DT NN,<DT><NN>,1
the hours,the dt hours nns,DT NNS,<DT><NNS>,1
the housing,the dt housing nn,DT NN,<DT><NN>,1
the hp,the dt hp nn,DT NN,<DT><NN>,1
the hub,the dt hub nn,DT NN,<DT><NN>,1
the ibop,the dt ibop nn,DT NN,<DT><NN>,1
the id,the dt id nn,DT NN,<DT><NN>,1
the impeller,the dt impeller nn,DT NN,<DT><NN>,1
the impellers,the dt impellers nns,DT NNS,<DT><NNS>,1
the impellor,the dt impellor nn,DT NN,<DT><NN>,1
the impellors,the dt impellors nns,DT NNS,<DT><NNS>,1
the impller,the dt impller nn,DT NN,<DT><NN>,1
the imppler,the dt imppler nn,DT NN,<DT><NN>,1
the incorrect,the dt incorrect nn,DT NN,<DT><NN>,1
the indicator,the dt indicator nn,DT NN,<DT><NN>,1
the initial,the dt initial jj,DT JJ,<DT><JJ>,1
the inlet,the dt inlet nn,DT NN,<DT><NN>,1
the inputs,the dt inputs nns,DT NNS,<DT><NNS>,1
the inside,the dt inside nn,DT NN,<DT><NN>,1
the inspection,the dt inspection nn,DT NN,<DT><NN>,1
the instrumentation,the dt instrumentation nn,DT NN,<DT><NN>,1
the insulation,the dt insulation nn,DT NN,<DT><NN>,1
the interior,the dt interior nn,DT NN,<DT><NN>,1
the internal,the dt internal jj,DT JJ,<DT><JJ>,1
the intrusiveness,the dt intrusiveness nn,DT NN,<DT><NN>,1
the ir,the dt ir nn,DT NN,<DT><NN>,1
the isolation,the dt isolation nn,DT NN,<DT><NN>,1
the issue,the dt issue nn,DT NN,<DT><NN>,1
the item,the dt item nn,DT NN,<DT><NN>,1
the items,the dt items nns,DT NNS,<DT><NNS>,1
the jbox,the dt jbox nn,DT NN,<DT><NN>,1
the jboxes,the dt jboxes nns,DT NNS,<DT><NNS>,1
the job,the dt job nn,DT NN,<DT><NN>,1
the junction,the dt junction nn,DT NN,<DT><NN>,1
the lack,the dt lack nn,DT NN,<DT><NN>,1
the last,the dt last jj,DT JJ,<DT><JJ>,1
the lead,the dt lead nn,DT NN,<DT><NN>,1
the leads,the dt leads nns,DT NNS,<DT><NNS>,1
the lift,the dt lift nn,DT NN,<DT><NN>,1
the lifting,the dt lifting nn,DT NN,<DT><NN>,1
the list,the dt list nn,DT NN,<DT><NN>,1
the lo,the dt lo nn,DT NN,<DT><NN>,1
the local,the dt local jj,DT JJ,<DT><JJ>,1
the location,the dt location nn,DT NN,<DT><NN>,1
the loose,the dt loose jj,DT JJ,<DT><JJ>,1
the louver,the dt louver nn,DT NN,<DT><NN>,1
the louvers,the dt louvers nns,DT NNS,<DT><NNS>,1
the louvres,the dt louvres nns,DT NNS,<DT><NNS>,1
the low,the dt low jj,DT JJ,<DT><JJ>,1
the main,the dt main jj,DT JJ,<DT><JJ>,1
the mains,the dt mains nns,DT NNS,<DT><NNS>,1
the maintenance,the dt maintenance nn,DT NN,<DT><NN>,1
the manifold,the dt manifold nn,DT NN,<DT><NN>,1
the manual,the dt manual jj,DT JJ,<DT><JJ>,1
the manufacturers,the dt manufacturers nns,DT NNS,<DT><NNS>,1
the marcelo,the dt marcelo nn,DT NN,<DT><NN>,1
the maximum,the dt maximum nn,DT NN,<DT><NN>,1
the mcc,the dt mcc nn,DT NN,<DT><NN>,1
the meaurement,the dt meaurement nn,DT NN,<DT><NN>,1
the mech,the dt mech nn,DT NN,<DT><NN>,1
the mechanic,the dt mechanic nn,DT NN,<DT><NN>,1
the mechanical,the dt mechanical jj,DT JJ,<DT><JJ>,1
the mechanics,the dt mechanics nns,DT NNS,<DT><NNS>,1
the megger,the dt megger nn,DT NN,<DT><NN>,1
the men,the dt men nns,DT NNS,<DT><NNS>,1
the mge,the dt mge nn,DT NN,<DT><NN>,1
the min,the dt min nn,DT NN,<DT><NN>,1
the module,the dt module nn,DT NN,<DT><NN>,1
the moment,the dt moment nn,DT NN,<DT><NN>,1
the moonpool,the dt moonpool nn,DT NN,<DT><NN>,1
the motor,the dt motor nn,DT NN,<DT><NN>,1
the motors,the dt motors nns,DT NNS,<DT><NNS>,1
the motr,the dt motr nn,DT NN,<DT><NN>,1
the mounting,the dt mounting nn,DT NN,<DT><NN>,1
the mp,the dt mp nn,DT NN,<DT><NN>,1
the mud,the dt mud nn,DT NN,<DT><NN>,1
the mudpumps,the dt mudpumps nns,DT NNS,<DT><NNS>,1
the name,the dt name nn,DT NN,<DT><NN>,1
the nameplate,the dt nameplate nn,DT NN,<DT><NN>,1
the napro,the dt napro nn,DT NN,<DT><NN>,1
the nd,the dt nd nn,DT NN,<DT><NN>,1
the nde,the dt nde nn,DT NN,<DT><NN>,1
the need,the dt need nn,DT NN,<DT><NN>,1
the new,the dt new jj,DT JJ,<DT><JJ>,1
the next,the dt next jj,DT JJ,<DT><JJ>,1
the nitrogen,the dt nitrogen nn,DT NN,<DT><NN>,1
the noise,the dt noise nn,DT NN,<DT><NN>,1
the normal,the dt normal jj,DT JJ,<DT><JJ>,1
the notes,the dt notes nns,DT NNS,<DT><NNS>,1
the nov,the dt nov nn,DT NN,<DT><NN>,1
the oem,the dt oem nn,DT NN,<DT><NN>,1
the old,the dt old jj,DT JJ,<DT><JJ>,1
the open,the dt open jj,DT JJ,<DT><JJ>,1
the operation,the dt operation nn,DT NN,<DT><NN>,1
the opportunity,the dt opportunity nn,DT NN,<DT><NN>,1
the options,the dt options nns,DT NNS,<DT><NNS>,1
the original,the dt original jj,DT JJ,<DT><JJ>,1
the other,the dt other jj,DT JJ,<DT><JJ>,1
the others,the dt others nns,DT NNS,<DT><NNS>,1
the outside,the dt outside nn,DT NN,<DT><NN>,1
the overhaul,the dt overhaul nn,DT NN,<DT><NN>,1
the panel,the dt panel nn,DT NN,<DT><NN>,1
the paper,the dt paper nn,DT NN,<DT><NN>,1
the part,the dt part nn,DT NN,<DT><NN>,1
the parts,the dt parts nns,DT NNS,<DT><NNS>,1
the phases,the dt phases nns,DT NNS,<DT><NNS>,1
the pictures,the dt pictures nns,DT NNS,<DT><NNS>,1
the piping,the dt piping nn,DT NN,<DT><NN>,1
the place,the dt place nn,DT NN,<DT><NN>,1
the plan,the dt plan nn,DT NN,<DT><NN>,1
the plane,the dt plane nn,DT NN,<DT><NN>,1
the plate,the dt plate nn,DT NN,<DT><NN>,1
the plug,the dt plug nn,DT NN,<DT><NN>,1
the plugs,the dt plugs nn,DT NN,<DT><NN>,1
the pm,the dt pm nn,DT NN,<DT><NN>,1
the pms,the dt pms nn,DT NN,<DT><NN>,1
the po,the dt po nn,DT NN,<DT><NN>,1
the polarization,the dt polarization nn,DT NN,<DT><NN>,1
the pontus,the dt pontus nn,DT NN,<DT><NN>,1
the power,the dt power nn,DT NN,<DT><NN>,1
the presence,the dt presence nn,DT NN,<DT><NN>,1
the pressure,the dt pressure nn,DT NN,<DT><NN>,1
the problem,the dt problem nn,DT NN,<DT><NN>,1
the proper,the dt proper jj,DT JJ,<DT><JJ>,1
the pulley,the dt pulley nn,DT NN,<DT><NN>,1
the pulsation,the dt pulsation nn,DT NN,<DT><NN>,1
the pump,the dt pump nn,DT NN,<DT><NN>,1
the pumproom,the dt pumproom nn,DT NN,<DT><NN>,1
the pumps,the dt pumps nns,DT NNS,<DT><NNS>,1
the purchase,the dt purchase nn,DT NN,<DT><NN>,1
the purge,the dt purge nn,DT NN,<DT><NN>,1
the questionable,the dt questionable jj,DT JJ,<DT><JJ>,1
the rdco,the dt rdco nn,DT NN,<DT><NN>,1
the reading,the dt reading nn,DT NN,<DT><NN>,1
the readings,the dt readings nns,DT NNS,<DT><NNS>,1
the rear,the dt rear nn,DT NN,<DT><NN>,1
the recient,the dt recient nn,DT NN,<DT><NN>,1
the reference,the dt reference nn,DT NN,<DT><NN>,1
the referenced,the dt referenced nn,DT NN,<DT><NN>,1
the relief,the dt relief nn,DT NN,<DT><NN>,1
the remedial,the dt remedial nn,DT NN,<DT><NN>,1
the remote,the dt remote nn,DT NN,<DT><NN>,1
the removal,the dt removal nn,DT NN,<DT><NN>,1
the rental,the dt rental nn,DT NN,<DT><NN>,1
the repaired,the dt repaired nn,DT NN,<DT><NN>,1
the replacement,the dt replacement nn,DT NN,<DT><NN>,1
the report,the dt report nn,DT NN,<DT><NN>,1
