phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
terminations free,terminations nns free vbp,NNS VBP,1
terminations secure,terminations nns secure nn,NNS NN,1
terminations show,terminations nns show vbp,NNS VBP,1
terminations socket,terminations nns socket nn,NNS NN,1
terms,terms nns,NNS,1
terry,terry nn,NN,1
tertiary,tertiary jj,JJ,1
test,test nn,NN,1
test as required pass,test nn as in_pos required vbn pass nn,NN IN VBN NN,1
test during bop test,test nn during in_pos bop jj test nn,NN IN JJ NN,1
test for correct operation,test nn for in_pos correct jj operation nn,NN IN JJ NN,1
test for proper function,test nn for in_pos proper jj function nn,NN IN JJ NN,1
test for proper op,test nn for in_pos proper jj op nn,NN IN JJ NN,1
test for proper operation,test nn for in_pos proper jj operation nn,NN IN JJ NN,1
test of internal check,test nn of in_pos internal jj check nn,NN IN JJ NN,1
test of lube oil,test nn of in_pos lube nn oil nn,NN IN NN NN,1
test of top drive,test nn of in_pos top jj drive nn,NN IN JJ NN,1
test on actual pipe,test nn on in_pos actual jj pipe nn,NN IN JJ NN,1
test on anti recoil,test nn on in_pos anti nn recoil nn,NN IN NN NN,1
test on good test,test nn on in_pos good jj test nn,NN IN JJ NN,1
test on local control,test nn on in_pos local jj control nn,NN IN JJ NN,1
test on low level,test nn on in_pos low jj level nn,NN IN JJ NN,1
test on low pressure,test nn on in_pos low jj pressure nn,NN IN JJ NN,1
test on lube oil,test nn on in_pos lube nn oil nn,NN IN NN NN,1
test on main arm,test nn on in_pos main jj arm nn,NN IN JJ NN,1
test on main draw,test nn on in_pos main jj draw nn,NN IN JJ NN,1
test on second attempt,test nn on in_pos second jj attempt nn,NN IN JJ NN,1
test on various rig,test nn on in_pos various jj rig nn,NN IN JJ NN,1
test start,test nn start nn,NN NN,1
test with new prox,test nn with in_pos new jj prox nn,NN IN JJ NN,1
test with positive outcome,test nn with in_pos positive jj outcome nn,NN IN JJ NN,1
tested,tested vbn,VBN,1
tested ac,tested vbn ac nn,VBN NN,1
tested adjustable,tested vbn adjustable jj,VBN JJ,1
tested aft,tested vbn aft nn,VBN NN,1
tested after,tested vbn after in_pos,VBN IN,1
tested again,tested vbn again rb,VBN RB,1
tested against,tested vbn against in_pos,VBN IN,1
tested air,tested vbn air nn,VBN NN,1
tested alarm,tested vbn alarm nn,VBN NN,1
tested alignment,tested vbn alignment nn,VBN NN,1
tested also,tested vbn also rb,VBN RB,1
tested as,tested vbn as in_pos,VBN IN,1
tested at,tested vbn at in_pos,VBN IN,1
tested aux,tested vbn aux nn,VBN NN,1
tested bar,tested vbn bar nn,VBN NN,1
tested before,tested vbn before in_pos,VBN IN,1
tested between,tested vbn between in_pos,VBN IN,1
tested brake,tested vbn brake nn,VBN NN,1
tested bx,tested vbn bx nn,VBN NN,1
tested by,tested vbn by in_pos,VBN IN,1
tested caliper,tested vbn caliper nn,VBN NN,1
tested chair,tested vbn chair nn,VBN NN,1
tested change,tested vbn change nn,VBN NN,1
tested chart,tested vbn chart nn,VBN NN,1
tested checked,tested vbn checked vbd,VBN VBD,1
tested cooling,tested vbn cooling nn,VBN NN,1
tested correct,tested vbn correct nn,VBN NN,1
tested crank,tested vbn crank nn,VBN NN,1
tested cylinder,tested vbn cylinder nn,VBN NN,1
tested daily,tested vbn daily jj,VBN JJ,1
tested defective,tested vbn defective jj,VBN JJ,1
tested drill,tested vbn drill nn,VBN NN,1
tested due,tested vbn due jj,VBN JJ,1
tested during,tested vbn during in_pos,VBN IN,1
tested earth,tested vbn earth nn,VBN NN,1
tested emergency,tested vbn emergency nn,VBN NN,1
tested equipment,tested vbn equipment nn,VBN NN,1
tested everything,tested vbn everything nn,VBN NN,1
tested faulty,tested vbn faulty nn,VBN NN,1
tested fill,tested vbn fill nn,VBN NN,1
tested fine,tested vbn fine nn,VBN NN,1
tested for,tested vbn for in_pos,VBN IN,1
tested found,tested vbn found vbd,VBN VBD,1
tested fresh,tested vbn fresh jj,VBN JJ,1
tested from,tested vbn from in_pos,VBN IN,1
tested functionality,tested vbn functionality nn,VBN NN,1
tested glycol,tested vbn glycol nn,VBN NN,1
tested good,tested vbn good jj,VBN JJ,1
tested head,tested vbn head nn,VBN NN,1
tested high,tested vbn high jj,VBN JJ,1
tested horn,tested vbn horn nn,VBN NN,1
tested hydra,tested vbn hydra nn,VBN NN,1
tested hydraulic,tested vbn hydraulic jj,VBN JJ,1
tested in,tested vbn in in_pos,VBN IN,1
tested inch,tested vbn inch nn,VBN NN,1
tested inspected,tested vbn inspected vbd,VBN VBD,1
tested installed,tested vbn installed vbd,VBN VBD,1
tested insulation,tested vbn insulation nn,VBN NN,1
tested intensively,tested vbn intensively rb,VBN RB,1
tested iron,tested vbn iron nn,VBN NN,1
tested isolation,tested vbn isolation nn,VBN NN,1
tested issue,tested vbn issue nn,VBN NN,1
tested jaw,tested vbn jaw nn,VBN NN,1
tested kelly,tested vbn kelly rb,VBN RB,1
tested last,tested vbn last jj,VBN JJ,1
tested lock,tested vbn lock nn,VBN NN,1
tested low,tested vbn low jj,VBN JJ,1
tested machine,tested vbn machine nn,VBN NN,1
tested main,tested vbn main jj,VBN JJ,1
tested manual,tested vbn manual jj,VBN JJ,1
tested manually,tested vbn manually rb,VBN RB,1
tested monitoring,tested vbn monitoring nn,VBN NN,1
tested motor,tested vbn motor nn,VBN NN,1
tested mud,tested vbn mud nn,VBN NN,1
tested new,tested vbn new jj,VBN JJ,1
tested now,tested vbn now rb,VBN RB,1
tested of,tested vbn of in_pos,VBN IN,1
tested offline,tested vbn offline nn,VBN NN,1
tested okay,tested vbn okay nn,VBN NN,1
tested on,tested vbn on in_pos,VBN IN,1
tested only,tested vbn only rb,VBN RB,1
tested operation,tested vbn operation nn,VBN NN,1
tested operationally,tested vbn operationally rb,VBN RB,1
tested pass,tested vbn pass nn,VBN NN,1
tested performed,tested vbn performed vbd,VBN VBD,1
tested periodically,tested vbn periodically rb,VBN RB,1
tested pressure,tested vbn pressure nn,VBN NN,1
tested prs,tested vbn prs nn,VBN NN,1
tested ps,tested vbn ps nn,VBN NN,1
tested psi,tested vbn psi nn,VBN NN,1
tested pump,tested vbn pump nn,VBN NN,1
tested purge,tested vbn purge nn,VBN NN,1
tested reading,tested vbn reading nn,VBN NN,1
tested recently,tested vbn recently rb,VBN RB,1
tested recoil,tested vbn recoil nn,VBN NN,1
tested regularly,tested vbn regularly rb,VBN RB,1
tested repair,tested vbn repair nn,VBN NN,1
tested riser,tested vbn riser nn,VBN NN,1
tested rod,tested vbn rod nn,VBN NN,1
tested rotation,tested vbn rotation nn,VBN NN,1
tested roughneck,tested vbn roughneck nn,VBN NN,1
tested run,tested vbn run nn,VBN NN,1
tested sat,tested vbn sat vbd,VBN VBD,1
tested satisfactory,tested vbn satisfactory nn,VBN NN,1
tested see,tested vbn see nn,VBN NN,1
tested sequence,tested vbn sequence nn,VBN NN,1
tested service,tested vbn service nn,VBN NN,1
tested several,tested vbn several jj,VBN JJ,1
tested spare,tested vbn spare nn,VBN NN,1
tested st,tested vbn st nn,VBN NN,1
tested still,tested vbn still rb,VBN RB,1
tested successfully,tested vbn successfully rb,VBN RB,1
tested test,tested vbn test nn,VBN NN,1
tested that,tested vbn that in_pos,VBN IN,1
tested though,tested vbn though in_pos,VBN IN,1
tested through,tested vbn through in_pos,VBN IN,1
tested to ensure correct,tested vbn to to_pos ensure vb correct nn,VBN TO VB NN,1
tested to ensure good,tested vbn to to_pos ensure vb good jj,VBN TO VB JJ,1
tested to inch pipe,tested vbn to to_pos inch vb pipe nn,VBN TO VB NN,1
tested to make sure,tested vbn to to_pos make vb sure jj,VBN TO VB JJ,1
tested to psi good,tested vbn to to_pos psi vb good jj,VBN TO VB JJ,1
tested tool,tested vbn tool nn,VBN NN,1
tested top,tested vbn top jj,VBN JJ,1
tested trip,tested vbn trip nn,VBN NN,1
tested under,tested vbn under in_pos,VBN IN,1
tested unit,tested vbn unit nn,VBN NN,1
tested valve,tested vbn valve nn,VBN NN,1
tested while,tested vbn while in_pos,VBN IN,1
tested will,tested vbn will md,VBN MD,1
tested wiper,tested vbn wiper nn,VBN NN,1
tested with,tested vbn with in_pos,VBN IN,1
tested within,tested vbn within in_pos,VBN IN,1
tested without,tested vbn without in_pos,VBN IN,1
tested yet,tested vbn yet rb,VBN RB,1
tester,tester nn,NN,1
testing,testing vbg,VBG,1
testing of e stop,testing nn of in_pos e nn stop nn,NN IN NN NN,1
tests,tests nns,NNS,1
tests are,tests nns are vbp,NNS VBP,1
tests have,tests nns have vbp,NNS VBP,1
text,text nn,NN,1
than,than in_pos,IN,1
than anyone,than in_pos anyone nn,IN NN,1
than available space,than in_pos available jj space nn,IN JJ NN,1
than bar,than in_pos bar nn,IN NN,1
than change,than in_pos change nn,IN NN,1
than degree,than in_pos degree nn,IN NN,1
than degree bushing,than in_pos degree cd bushing vbg,IN CD VBG,1
than degree c,than in_pos degree cd c nns,IN CD NNS,1
than design,than in_pos design nn,IN NN,1
than for adjustment,than in_pos for in_pos adjustment nn,IN IN NN,1
than free space,than in_pos free jj space nn,IN JJ NN,1
than g,than in_pos g nn,IN NN,1
than gig,than in_pos gig nn,IN NN,1
than half,than in_pos half pdt,IN PDT,1
than in mm,than in_pos in in_pos mm nn,IN IN NN,1
than last time,than in_pos last jj time nn,IN JJ NN,1
than mim,than in_pos mim nns,IN NNS,1
than mm,than in_pos mm nns,IN NNS,1
than month,than in_pos month nn,IN NN,1
than normal particle,than in_pos normal jj particle nn,IN JJ NN,1
than normal pressure,than in_pos normal jj pressure nn,IN JJ NN,1
than ohm,than in_pos ohm nns,IN NNS,1
than ohms,than in_pos ohms nns,IN NNS,1
than pass,than in_pos pass nn,IN NN,1
than perfect condition,than in_pos perfect jj condition nn,IN JJ NN,1
than psi,than in_pos psi nns,IN NNS,1
than psi bar,than in_pos psi nns bar nn,IN NNS NN,1
than pump,than in_pos pump nn,IN NN,1
than reboot,than in_pos reboot nn,IN NN,1
than rebooted system,than in_pos rebooted vbn system nn,IN VBN NN,1
than service,than in_pos service nn,IN NN,1
than sufficient,than in_pos sufficient jj,IN JJ,1
than system,than in_pos system nn,IN NN,1
than thou,than in_pos thou nn,IN NN,1
thank,thank nn,NN,1
thankfully,thankfully rb,RB,1
thanks,thanks nns,NNS,1
thanks ben,thanks nns ben vbp,NNS VBP,1
that,that in_pos,IN,1
that ac motor,that dt ac vbz motor nn,DT VBZ NN,1
that access,that dt access nn,DT NN,1
that actions taken,that dt actions nns taken vbn,DT NNS VBN,1
that aft,that dt aft nn,DT NN,1
that after height,that dt after in_pos height nn,DT IN NN,1
that air,that dt air nn,DT NN,1
that almost,that dt almost rb,DT RB,1
that applied,that dt applied vbd,DT VBD,1
that apply,that dt apply vbp,DT VBP,1
that are,that dt are vbp,DT VBP,1
that area,that dt area nn,DT NN,1
that arm,that dt arm nn,DT NN,1
that as,that in_pos as in_pos,IN IN,1
that auto,that dt auto nn,DT NN,1
that block,that dt block nn,DT NN,1
that blower,that dt blower nn,DT NN,1
that brake,that dt brake nn,DT NN,1
that build,that dt build nn,DT NN,1
that bump,that dt bump nn,DT NN,1
that burst,that dt burst nn,DT NN,1
that cabinet,that dt cabinet nn,DT NN,1
that cable,that dt cable nn,DT NN,1
that calibration,that dt calibration nn,DT NN,1
that camera,that dt camera nn,DT NN,1
that can,that dt can md,DT MD,1
that card,that dt card nn,DT NN,1
that cart,that dt cart nn,DT NN,1
that chain,that dt chain nn,DT NN,1
that circuit,that dt circuit nn,DT NN,1
that coil,that dt coil nn,DT NN,1
that come,that dt come vbp,DT VBP,1
that component,that dt component nn,DT NN,1
that condition,that dt condition nn,DT NN,1
that control,that dt control nn,DT NN,1
that cooler,that dt cooler nn,DT NN,1
that could,that dt could md,DT MD,1
that crosshead,that dt crosshead nn,DT NN,1
that d,that dt d nn,DT NN,1
that date,that dt date nn,DT NN,1
that design,that dt design nn,DT NN,1
that different,that dt different jj,DT JJ,1
that dirty,that dt dirty nn,DT NN,1
that do,that dt do vbp,DT VBP,1
that driller,that dt driller nn,DT NN,1
that drive,that dt drive nn,DT NN,1
that e,that dt e nn,DT NN,1
that entry,that dt entry nn,DT NN,1
that evening,that in_pos evening vbg,IN VBG,1
that everything,that in_pos everything nn,IN NN,1
that filter,that dt filter nn,DT NN,1
that floor,that dt floor nn,DT NN,1
that fluid,that dt fluid nn,DT NN,1
that fresh water,that dt fresh jj water nn,DT JJ NN,1
that function,that dt function nn,DT NN,1
that gap,that dt gap nn,DT NN,1
that gear,that dt gear vbp,DT VBP,1
that grease,that dt grease nn,DT NN,1
that guide,that dt guide nn,DT NN,1
that height,that dt height vbd,DT VBD,1
that hose,that dt hose vbd,DT VBD,1
that hydraulic,that dt hydraulic nn,DT NN,1
that i,that in_pos i nn,IN NN,1
that information,that dt information nn,DT NN,1
that inside,that dt inside nn,DT NN,1
that inspection,that dt inspection nn,DT NN,1
that intermediate,that dt intermediate nn,DT NN,1
that isolation,that dt isolation nn,DT NN,1
that issue,that dt issue nn,DT NN,1
that jerky,that dt jerky nn,DT NN,1
that job,that dt job nn,DT NN,1
that kind,that dt kind nn,DT NN,1
that kit,that dt kit nn,DT NN,1
that last,that dt last jj,DT JJ,1
that latency,that dt latency nn,DT NN,1
that leak lift,that dt leak vbz lift nn,DT VBZ NN,1
that level,that dt level nn,DT NN,1
that machine,that dt machine nn,DT NN,1
that main,that dt main jj,DT JJ,1
that major part,that dt major jj part nn,DT JJ NN,1
that materials,that dt materials nns,DT NNS,1
that mean,that dt mean nn,DT NN,1
that meet,that dt meet nn,DT NN,1
that motor,that dt motor nn,DT NN,1
that mp,that dt mp nn,DT NN,1
that noise,that dt noise nn,DT NN,1
that none,that in_pos none nn,IN NN,1
that occur,that dt occur vbp,DT VBP,1
that oil,that dt oil nn,DT NN,1
that operating,that in_pos operating nn,IN NN,1
that over time,that dt over in_pos time nn,DT IN NN,1
that pa,that dt pa nn,DT NN,1
that part,that dt part nn,DT NN,1
that particular,that dt particular jj,DT JJ,1
that phase,that dt phase nn,DT NN,1
that pi test,that dt pi vbz test nn,DT VBZ NN,1
that pipe,that dt pipe nn,DT NN,1
that pit,that dt pit nn,DT NN,1
that pm,that dt pm nn,DT NN,1
that point,that dt point nn,DT NN,1
that position,that dt position nn,DT NN,1
that position due,that dt position nn due jj,DT NN JJ,1
that pressure,that dt pressure nn,DT NN,1
that previously,that dt previously rb,DT RB,1
that problem,that dt problem nn,DT NN,1
that process,that dt process nn,DT NN,1
that prs,that dt prs nn,DT NN,1
that psi,that dt psi nn,DT NN,1
that pt,that dt pt nn,DT NN,1
that pump,that dt pump nn,DT NN,1
that purge,that dt purge nn,DT NN,1
that purpose,that dt purpose nn,DT NN,1
that quote,that dt quote nn,DT NN,1
that range,that dt range nn,DT NN,1
that reason,that dt reason nn,DT NN,1
that repair,that dt repair nn,DT NN,1
that routine greasing,that dt routine vbz greasing nn,DT VBZ NN,1
that rpm,that dt rpm nn,DT NN,1
that rubber,that dt rubber nn,DT NN,1
that safety,that dt safety nn,DT NN,1
that same,that dt same jj,DT JJ,1
that same section,that dt same jj section nn,DT JJ NN,1
that scope,that dt scope nn,DT NN,1
that secondary,that dt secondary jj,DT JJ,1
that secondary retention,that dt secondary jj retention nn,DT JJ NN,1
that secure,that dt secure nn,DT NN,1
that sensor,that dt sensor nn,DT NN,1
that should,that dt should md,DT MD,1
that side,that dt side nn,DT NN,1
that slot,that dt slot nn,DT NN,1
that someone,that in_pos someone nn,IN NN,1
that something,that in_pos something nn,IN NN,1
that sufficient,that dt sufficient nn,DT NN,1
that system,that dt system nn,DT NN,1
that t,that dt t nn,DT NN,1
that tachometer,that dt tachometer nn,DT NN,1
that tag,that dt tag nn,DT NN,1
that terminal,that dt terminal nn,DT NN,1
that test,that dt test nn,DT NN,1
that time,that dt time nn,DT NN,1
that torque,that dt torque nn,DT NN,1
that tracks,that dt tracks nns,DT NNS,1
that type,that dt type nn,DT NN,1
that unit,that dt unit nn,DT NN,1
that upper,that dt upper jj,DT JJ,1
that valve,that dt valve nn,DT NN,1
that valves,that dt valves nns,DT NNS,1
that water,that dt water nn,DT NN,1
that will,that dt will md,DT MD,1
that wiper,that dt wiper nn,DT NN,1
that without calibration,that dt without in_pos calibration nn,DT IN NN,1
that work,that dt work nn,DT NN,1
that would,that dt would md,DT MD,1
thaw,thaw nn,NN,1
the aa,the dt aa nn,DT NN,1
the abb,the dt abb nn,DT NN,1
the ability,the dt ability nn,DT NN,1
the abnormal,the dt abnormal nn,DT NN,1
the about,the dt about nn,DT NN,1
the above,the dt above nn,DT NN,1
the abrasion,the dt abrasion nn,DT NN,1
the abs,the dt abs nn,DT NN,1
the ac,the dt ac nn,DT NN,1
the acceptable,the dt acceptable jj,DT JJ,1
the access,the dt access nn,DT NN,1
the accessible,the dt accessible jj,DT JJ,1
the accounting,the dt accounting nn,DT NN,1
the accumulator,the dt accumulator nn,DT NN,1
the accumulator bottle,the dt accumulator nn bottle nn,DT NN NN,1
the accumulators,the dt accumulators nns,DT NNS,1
the accuracy,the dt accuracy nn,DT NN,1
the action,the dt action nn,DT NN,1
the actions required,the dt actions nns required vbd,DT NNS VBD,1
the actions taken,the dt actions nns taken vbn,DT NNS VBN,1
the activated,the dt activated jj,DT JJ,1
the activation,the dt activation nn,DT NN,1
the active,the dt active jj,DT JJ,1
the actual,the dt actual jj,DT JJ,1
the actuated,the dt actuated jj,DT JJ,1
the actuator,the dt actuator nn,DT NN,1
the ad,the dt ad nn,DT NN,1
the adapter,the dt adapter nn,DT NN,1
the addition,the dt addition nn,DT NN,1
the additional,the dt additional jj,DT JJ,1
the address,the dt address nn,DT NN,1
the adequate,the dt adequate nn,DT NN,1
the adj,the dt adj nn,DT NN,1
the adjust,the dt adjust nn,DT NN,1
the adjustable,the dt adjustable jj,DT JJ,1
the adjusted,the dt adjusted vbn,DT VBN,1
the adjusting,the dt adjusting nn,DT NN,1
the adjustment,the dt adjustment nn,DT NN,1
the adjustments,the dt adjustments nns,DT NNS,1
the ads,the dt ads nns,DT NNS,1
the advantages,the dt advantages nns,DT NNS,1
the ae,the dt ae nn,DT NN,1
the affected,the dt affected jj,DT JJ,1
the aforementioned,the dt aforementioned jj,DT JJ,1
the aft,the dt aft nn,DT NN,1
the aft hydraulic,the dt aft nn hydraulic nn,DT NN NN,1
the aft main,the dt aft nn main jj,DT NN JJ,1
the aft upper,the dt aft nn upper nn,DT NN NN,1
the age,the dt age nn,DT NN,1
the agitator,the dt agitator nn,DT NN,1
the ai,the dt ai nn,DT NN,1
the air,the dt air nn,DT NN,1
the air filter,the dt air nn filter nn,DT NN NN,1
the air hose,the dt air nn hose vb,DT NN VB,1
the air manifold,the dt air nn manifold vbd,DT NN VBD,1
the air mobile,the dt air nn mobile nn,DT NN NN,1
the air regular,the dt air nn regular jj,DT NN JJ,1
the aka,the dt aka nn,DT NN,1
the alarm,the dt alarm nn,DT NN,1
the alarms,the dt alarms nns,DT NNS,1
the alert,the dt alert nn,DT NN,1
the alignment,the dt alignment nn,DT NN,1
the aliments,the dt aliments nns,DT NNS,1
the allowed,the dt allowed nn,DT NN,1
the along,the dt along nn,DT NN,1
the alternative,the dt alternative nn,DT NN,1
the aluminum,the dt aluminum nn,DT NN,1
the amber,the dt amber nn,DT NN,1
the ambient,the dt ambient nn,DT NN,1
the amount,the dt amount nn,DT NN,1
the amounting,the dt amounting nn,DT NN,1
the amp,the dt amp nn,DT NN,1
the amperage,the dt amperage nn,DT NN,1
the amplifier,the dt amplifier nn,DT NN,1
the amps,the dt amps nns,DT NNS,1
the analog,the dt analog nn,DT NN,1
the analogue,the dt analogue nn,DT NN,1
the anchor,the dt anchor nn,DT NN,1
the angle,the dt angle nn,DT NN,1
the angular,the dt angular nn,DT NN,1
the annual,the dt annual jj,DT JJ,1
the anode,the dt anode nn,DT NN,1
the anodes,the dt anodes nns,DT NNS,1
the anomaly,the dt anomaly nn,DT NN,1
the anti,the dt anti nn,DT NN,1
the applicable,the dt applicable jj,DT JJ,1
the application,the dt application nn,DT NN,1
the applications,the dt applications nns,DT NNS,1
the appropriate,the dt appropriate nn,DT NN,1
the approval,the dt approval nn,DT NN,1
the approved,the dt approved jj,DT JJ,1
the ar,the dt ar nn,DT NN,1
the are,the dt are vbp,DT VBP,1
the area,the dt area nn,DT NN,1
the areas,the dt areas nns,DT NNS,1
the areas listed,the dt areas nns listed vbn,DT NNS VBN,1
the arm,the dt arm nn,DT NN,1
the arm temporary,the dt arm nn temporary jj,DT NN JJ,1
the armed,the dt armed nn,DT NN,1
the armor,the dt armor nn,DT NN,1
the arms,the dt arms nns,DT NNS,1
the arms inspected,the dt arms nns inspected vbd,DT NNS VBD,1
the arrangement,the dt arrangement nn,DT NN,1
the arrows,the dt arrows nns,DT NNS,1
the assemblies,the dt assemblies nns,DT NNS,1
the assembly,the dt assembly nn,DT NN,1
the assessment,the dt assessment nn,DT NN,1
the assistance,the dt assistance nn,DT NN,1
the assistant,the dt assistant nn,DT NN,1
the associate,the dt associate nn,DT NN,1
the associated,the dt associated vbn,DT VBN,1
the asst,the dt asst nn,DT NN,1
the assumption,the dt assumption nn,DT NN,1
the attach,the dt attach nn,DT NN,1
the attached,the dt attached jj,DT JJ,1
the attachment,the dt attachment nn,DT NN,1
the attachments,the dt attachments nns,DT NNS,1
the attention,the dt attention nn,DT NN,1
the audible,the dt audible jj,DT JJ,1
the aug,the dt aug nn,DT NN,1
the auto,the dt auto nn,DT NN,1
the auto drain,the dt auto nn drain nn,DT NN NN,1
the automatic,the dt automatic jj,DT JJ,1
the aux,the dt aux nn,DT NN,1
the aux due,the dt aux nn due jj,DT NN JJ,1
the aux hydraulic,the dt aux nn hydraulic nn,DT NN NN,1
the aux main,the dt aux nn main jj,DT NN JJ,1
the aux st,the dt aux nn st nn,DT NN NN,1
the auxiliaries,the dt auxiliaries nns,DT NNS,1
the auxiliary,the dt auxiliary jj,DT JJ,1
the availability,the dt availability nn,DT NN,1
the available,the dt available jj,DT JJ,1
the average,the dt average nn,DT NN,1
the aw,the dt aw nn,DT NN,1
the aw hr,the dt aw nn hr nn,DT NN NN,1
the axial,the dt axial jj,DT JJ,1
the axle,the dt axle nn,DT NN,1
the b,the dt b nn,DT NN,1
the back,the dt back nn,DT NN,1
the backing,the dt backing nn,DT NN,1
the backlash,the dt backlash nn,DT NN,1
the backlight,the dt backlight nn,DT NN,1
the backup,the dt backup nn,DT NN,1
the bad,the dt bad jj,DT JJ,1
the bag,the dt bag nn,DT NN,1
the bags,the dt bags nns,DT NNS,1
the bail,the dt bail nn,DT NN,1
the bails,the dt bails nns,DT NNS,1
the bal,the dt bal nn,DT NN,1
the ball,the dt ball nn,DT NN,1
the ball joint,the dt ball nn joint nn,DT NN NN,1
the ballast,the dt ballast nn,DT NN,1
the balls,the dt balls nns,DT NNS,1
the band,the dt band nn,DT NN,1
the banding,the dt banding nn,DT NN,1
the banjo,the dt banjo nn,DT NN,1
the banner,the dt banner nn,DT NN,1
the bar,the dt bar nn,DT NN,1
the barb,the dt barb nn,DT NN,1
the barrel,the dt barrel nn,DT NN,1
the barrier,the dt barrier nn,DT NN,1
the barrier u,the dt barrier nn u nn,DT NN NN,1
the barriers,the dt barriers nns,DT NNS,1
the bars,the dt bars nns,DT NNS,1
the bars required,the dt bars nns required vbd,DT NNS VBD,1
the base,the dt base nn,DT NN,1
the baseline,the dt baseline nn,DT NN,1
the basic,the dt basic jj,DT JJ,1
the basket,the dt basket nn,DT NN,1
the baskets,the dt baskets nns,DT NNS,1
the batteries,the dt batteries nns,DT NNS,1
the battery,the dt battery nn,DT NN,1
the bay,the dt bay nn,DT NN,1
the bays,the dt bays nns,DT NNS,1
the beacon,the dt beacon nn,DT NN,1
the beacon horn,the dt beacon nn horn nn,DT NN NN,1
the beam,the dt beam nn,DT NN,1
the beams,the dt beams nn,DT NN,1
the bear,the dt bear nn,DT NN,1
the bearing,the dt bearing nn,DT NN,1
the bearings,the dt bearings nns,DT NNS,1
the becket,the dt becket nn,DT NN,1
the before,the dt before nn,DT NN,1
the beginning,the dt beginning nn,DT NN,1
the beginnings,the dt beginnings nns,DT NNS,1
the bell,the dt bell nn,DT NN,1
the bells,the dt bells nns,DT NNS,1
the belly,the dt belly nn,DT NN,1
the below,the dt below nn,DT NN,1
the belt,the dt belt nn,DT NN,1
the belt due,the dt belt nn due jj,DT NN JJ,1
the belts,the dt belts nns,DT NNS,1
the bench,the dt bench nn,DT NN,1
the benched,the dt benched nn,DT NN,1
the bend,the dt bend nn,DT NN,1
the bender,the dt bender nn,DT NN,1
the bends,the dt bends nns,DT NNS,1
the bent,the dt bent nn,DT NN,1
the bf,the dt bf nn,DT NN,1
the big,the dt big jj,DT JJ,1
the bind,the dt bind nn,DT NN,1
the bit,the dt bit nn,DT NN,1
the black,the dt black jj,DT JJ,1
the bladder,the dt bladder nn,DT NN,1
the blades,the dt blades nns,DT NNS,1
the blat,the dt blat nn,DT NN,1
the bleed,the dt bleed nn,DT NN,1
the blind,the dt blind nn,DT NN,1
the block,the dt block nn,DT NN,1
the blocked,the dt blocked nn,DT NN,1
the blocks,the dt blocks nns,DT NNS,1
the blots,the dt blots nns,DT NNS,1
the blow,the dt blow nn,DT NN,1
the blower,the dt blower nn,DT NN,1
the blowers,the dt blowers nns,DT NNS,1
the blown,the dt blown nn,DT NN,1
the blue,the dt blue nn,DT NN,1
the board,the dt board nn,DT NN,1
the boards,the dt boards nns,DT NNS,1
the boding,the dt boding nn,DT NN,1
the body,the dt body nn,DT NN,1
the bogie,the dt bogie nn,DT NN,1
the bogies,the dt bogies nns,DT NNS,1
the bolt,the dt bolt nn,DT NN,1
the bolted,the dt bolted vbn,DT VBN,1
the bolts,the dt bolts nns,DT NNS,1
the bolts damaged,the dt bolts nns damaged vbd,DT NNS VBD,1
the boogies,the dt boogies nns,DT NNS,1
the boom,the dt boom nn,DT NN,1
the boost,the dt boost nn,DT NN,1
the booster,the dt booster nn,DT NN,1
the booster proportional,the dt booster nn proportional nn,DT NN NN,1
the bop,the dt bop nn,DT NN,1
the bops,the dt bops nns,DT NNS,1
the bore,the dt bore nn,DT NN,1
the born,the dt born nn,DT NN,1
the bottle,the dt bottle nn,DT NN,1
the bottles,the dt bottles nns,DT NNS,1
the bottom,the dt bottom nn,DT NN,1
the bowl,the dt bowl nn,DT NN,1
the bowls,the dt bowls nn,DT NN,1
the box,the dt box nn,DT NN,1
the boxes,the dt boxes nns,DT NNS,1
the bracket,the dt bracket nn,DT NN,1
the brackets,the dt brackets nns,DT NNS,1
the braid,the dt braid nn,DT NN,1
the brake,the dt brake nn,DT NN,1
the brake due,the dt brake nn due jj,DT NN JJ,1
the brake hydraulic,the dt brake nn hydraulic nn,DT NN NN,1
the brake pad,the dt brake nn pad nn,DT NN NN,1
the brake solenoid,the dt brake nn solenoid nn,DT NN NN,1
the brakes,the dt brakes nns,DT NNS,1
the brakes released,the dt brakes nns released vbn,DT NNS VBN,1
the brakes set,the dt brakes nns set vbd,DT NNS VBD,1
the braking,the dt braking nn,DT NN,1
the brass,the dt brass nn,DT NN,1
the breadboard,the dt breadboard nn,DT NN,1
the break,the dt break nn,DT NN,1
the breakdown,the dt breakdown nn,DT NN,1
the breaker,the dt breaker nn,DT NN,1
the breakers,the dt breakers nns,DT NNS,1
the breakout,the dt breakout nn,DT NN,1
the breather,the dt breather nn,DT NN,1
the breathers,the dt breathers nns,DT NNS,1
the breeze,the dt breeze nn,DT NN,1
the bridge,the dt bridge nn,DT NN,1
the brine,the dt brine nn,DT NN,1
the broken,the dt broken nn,DT NN,1
the brushes,the dt brushes nns,DT NNS,1
the bucket,the dt bucket nn,DT NN,1
the bulb,the dt bulb nn,DT NN,1
the bulbs,the dt bulbs nn,DT NN,1
