phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
to npt,to to_pos npt vb,TO VB,0
to nptf,to to_pos nptf vb,TO VB,0
to nssl,to to_pos nssl vb,TO VB,0
to number,to to_pos number nn,TO NN,1
to o,to to_pos o vb,TO VB,1
to observe,to to_pos observe vb,TO VB,1
to obtain,to to_pos obtain vb,TO VB,1
to occur,to to_pos occur vb,TO VB,1
to oem,to to_pos oem vb,TO VB,0
to oencoder,to to_pos oencoder vb,TO VB,0
to oer,to to_pos oer vb,TO VB,0
to ofe,to to_pos ofe vb,TO VB,0
to offline,to to_pos offline vb,TO VB,1
to ohm,to to_pos ohm vb,TO VB,1
to ohms,to to_pos ohms vb,TO VB,1
to oil,to to_pos oil nn,TO NN,1
to oilgear,to to_pos oilgear vb,TO VB,0
to ok,to to_pos ok vb,TO VB,0
to om,to to_pos om vb,TO VB,1
to omc,to to_pos omc vb,TO VB,0
to oneside,to to_pos oneside vb,TO VB,0
to online,to to_pos online vb,TO VB,1
to oos,to to_pos oos vb,TO VB,0
to open,to to_pos open vb,TO VB,1
to operate,to to_pos operate vb,TO VB,1
to operating,to to_pos operating vbg,TO VBG,1
to operation,to to_pos operation nn,TO NN,1
to operationsewnsured,to to_pos operationsewnsured vb,TO VB,0
to operator,to to_pos operator vb,TO VB,1
to opertate,to to_pos opertate vb,TO VB,0
to ops,to to_pos ops vb,TO VB,1
to optimize,to to_pos optimize vb,TO VB,1
to order,to to_pos order nn,TO NN,1
to orginse,to to_pos orginse vb,TO VB,0
to original,to to_pos original vb,TO VB,1
to ote,to to_pos ote vb,TO VB,0
to othrer,to to_pos othrer vb,TO VB,0
to ours,to to_pos ours vb,TO VB,1
to outer,to to_pos outer vb,TO VB,1
to outside,to to_pos outside vb,TO VB,1
to over,to to_pos over vb,TO VB,1
to overcome,to to_pos overcome vb,TO VB,1
to overdue,to to_pos overdue vb,TO VB,1
to overhaul,to to_pos overhaul vb,TO VB,1
to overheat,to to_pos overheat vb,TO VB,1
to override,to to_pos override vb,TO VB,1
to overtake,to to_pos overtake vb,TO VB,1
to overtorqued,to to_pos overtorqued vb,TO VB,0
to owirs,to to_pos owirs vb,TO VB,0
to p,to to_pos p vb,TO VB,1
to pa,to to_pos pa vb,TO VB,1
to pair,to to_pos pair vb,TO VB,1
to panel,to to_pos panel nn,TO NN,1
to panels,to to_pos panels nns,TO NNS,1
to park,to to_pos park vb,TO VB,1
to parker,to to_pos parker vb,TO VB,0
to parrel,to to_pos parrel vb,TO VB,0
to part,to to_pos part nn,TO NN,1
to partialy,to to_pos partialy vb,TO VB,0
to pass,to to_pos pass vb,TO VB,1
to pay,to to_pos pay vb,TO VB,1
to payback,to to_pos payback vb,TO VB,1
to pbs,to to_pos pbs vb,TO VB,0
to pc,to to_pos pc vb,TO VB,1
to pcm,to to_pos pcm vb,TO VB,0
to pdf,to to_pos pdf vb,TO VB,0
to pe,to to_pos pe vb,TO VB,1
to pedro,to to_pos pedro vb,TO VB,0
to percent,to to_pos percent vb,TO VB,1
to perform,to to_pos perform vb,TO VB,1
to performed,to to_pos performed vb,TO VB,1
to perfrom,to to_pos perfrom vb,TO VB,0
to permit,to to_pos permit vb,TO VB,1
to petrobras,to to_pos petrobras vb,TO VB,0
to phase,to to_pos phase vb,TO VB,1
to pick,to to_pos pick vb,TO VB,1
to pickup,to to_pos pickup vb,TO VB,1
to pilot,to to_pos pilot vb,TO VB,1
to pims,to to_pos pims vb,TO VB,0
to pin,to to_pos pin vb,TO VB,1
to pinion,to to_pos pinion nn,TO NN,1
to pipe,to to_pos pipe vb,TO VB,1
to pipehandler,to to_pos pipehandler vb,TO VB,0
to pipes,to to_pos pipes vb,TO VB,1
to pipework,to to_pos pipework vb,TO VB,1
to pis,to to_pos pis vb,TO VB,1
to pistion,to to_pos pistion nn,TO NN,0
to piston,to to_pos piston vb,TO VB,1
to pivot,to to_pos pivot vb,TO VB,1
to place,to to_pos place vb,TO VB,1
to plan,to to_pos plan vb,TO VB,1
to plastic,to to_pos plastic vb,TO VB,1
to plc,to to_pos plc vb,TO VB,0
to plcs,to to_pos plcs vb,TO VB,0
to pls,to to_pos pls vb,TO VB,0
to plug,to to_pos plug vb,TO VB,1
to pm,to to_pos pm vb,TO VB,1
to point,to to_pos point vb,TO VB,1
to poistion,to to_pos poistion nn,TO NN,0
to policy,to to_pos policy nn,TO NN,1
to polypenco,to to_pos polypenco vb,TO VB,0
to pop,to to_pos pop vb,TO VB,1
to popoff,to to_pos popoff vb,TO VB,0
to port,to to_pos port vb,TO VB,1
to position,to to_pos position nn,TO NN,1
to post,to to_pos post vb,TO VB,1
to postpone,to to_pos postpone vb,TO VB,1
to power,to to_pos power nn,TO NN,1
to pr,to to_pos pr vb,TO VB,1
to pre,to to_pos pre vb,TO VB,0
to precede,to to_pos precede vb,TO VB,1
to precharge,to to_pos precharge vb,TO VB,0
to preform,to to_pos preform vb,TO VB,1
to premature,to to_pos premature vb,TO VB,1
to prep,to to_pos prep vb,TO VB,1
to prepare,to to_pos prepare vb,TO VB,1
to presence,to to_pos presence nn,TO NN,1
to preserve,to to_pos preserve vb,TO VB,1
to preset,to to_pos preset vb,TO VB,1
to presey,to to_pos presey vb,TO VB,0
to presistant,to to_pos presistant vb,TO VB,0
to pressure,to to_pos pressure vb,TO VB,1
to pressurize,to to_pos pressurize vb,TO VB,1
to prev,to to_pos prev vb,TO VB,0
to prevent,to to_pos prevent vb,TO VB,1
to prior,to to_pos prior vb,TO VB,1
to procede,to to_pos procede vb,TO VB,0
to procedure,to to_pos procedure vb,TO VB,1
to proceed,to to_pos proceed vb,TO VB,1
to produce,to to_pos produce vb,TO VB,1
to profile,to to_pos profile vb,TO VB,1
to progress,to to_pos progress vb,TO VB,1
to proper,to to_pos proper vb,TO VB,1
to properly,to to_pos properly vb,TO VB,1
to propogate,to to_pos propogate vb,TO VB,0
to protect,to to_pos protect vb,TO VB,1
to prove,to to_pos prove vb,TO VB,1
to provide,to to_pos provide vb,TO VB,1
to prs,to to_pos prs vb,TO VB,1
to prv,to to_pos prv vb,TO VB,0
to ps,to to_pos ps vb,TO VB,1
to psi,to to_pos psi vb,TO VB,1
to psig,to to_pos psig vb,TO VB,0
to psighose,to to_pos psighose vb,TO VB,0
to pt,to to_pos pt vb,TO VB,1
to pull,to to_pos pull vb,TO VB,1
to pulsation,to to_pos pulsation nn,TO NN,1
to pum,to to_pos pum vb,TO VB,0
to pump,to to_pos pump vb,TO VB,1
to pumps,to to_pos pumps vb,TO VB,1
to pup,to to_pos pup vb,TO VB,1
to purchase,to to_pos purchase vb,TO VB,1
to purge,to to_pos purge vb,TO VB,1
to push,to to_pos push vb,TO VB,1
to put,to to_pos put vb,TO VB,1
to quickshare,to to_pos quickshare vb,TO VB,0
to r,to to_pos r vb,TO VB,1
to rack,to to_pos rack vb,TO VB,1
to racker,to to_pos racker vb,TO VB,0
to radar,to to_pos radar vb,TO VB,1
to rain,to to_pos rain vb,TO VB,1
to raise,to to_pos raise vb,TO VB,1
to ran,to to_pos ran vb,TO VB,1
to ranorehawk,to to_pos ranorehawk vb,TO VB,0
to ray,to to_pos ray vb,TO VB,1
to rd,to to_pos rd vb,TO VB,1
to re,to to_pos re vb,TO VB,1
to reach,to to_pos reach vb,TO VB,1
to react,to to_pos react vb,TO VB,1
to read,to to_pos read vb,TO VB,1
to readiness,to to_pos readiness vb,TO VB,1
to readjust,to to_pos readjust vb,TO VB,1
to realign,to to_pos realign vb,TO VB,1
to realize,to to_pos realize vb,TO VB,1
to reapir,to to_pos reapir vb,TO VB,0
to rearrangement,to to_pos rearrangement vb,TO VB,1
to reassembly,to to_pos reassembly vb,TO VB,1
to reboot,to to_pos reboot vb,TO VB,1
to rebuild,to to_pos rebuild vb,TO VB,1
to recalibrate,to to_pos recalibrate vb,TO VB,1
to recalibration,to to_pos recalibration nn,TO NN,1
to receive,to to_pos receive vb,TO VB,1
to recertify,to to_pos recertify vb,TO VB,0
to recharge,to to_pos recharge vb,TO VB,1
to recieve,to to_pos recieve vb,TO VB,0
to recommend,to to_pos recommend vb,TO VB,1
to recommended,to to_pos recommended vb,TO VB,1
to reconcile,to to_pos reconcile vb,TO VB,1
to reconnect,to to_pos reconnect vb,TO VB,1
to record,to to_pos record vb,TO VB,1
to rectify,to to_pos rectify vb,TO VB,1
to recycle,to to_pos recycle vb,TO VB,1
to red,to to_pos red vb,TO VB,1
to redress,to to_pos redress vb,TO VB,1
to redrill,to to_pos redrill vb,TO VB,0
to reduce,to to_pos reduce vb,TO VB,1
to reduction,to to_pos reduction nn,TO NN,1
to redundancy,to to_pos redundancy vb,TO VB,1
to redundant,to to_pos redundant vb,TO VB,1
to redundency,to to_pos redundency vb,TO VB,0
to redundent,to to_pos redundent vb,TO VB,0
to reeves,to to_pos reeves nns,TO NNS,1
to reference,to to_pos reference vb,TO VB,1
to refill,to to_pos refill vb,TO VB,1
to refillbrake,to to_pos refillbrake vb,TO VB,0
to refit,to to_pos refit vb,TO VB,1
to reflect,to to_pos reflect vb,TO VB,1
to register,to to_pos register vb,TO VB,1
to reguest,to to_pos reguest vb,TO VB,0
to regular,to to_pos regular vb,TO VB,1
to reinstall,to to_pos reinstall vb,TO VB,1
to reinstate,to to_pos reinstate vb,TO VB,1
to reissue,to to_pos reissue vb,TO VB,1
to release,to to_pos release vb,TO VB,1
to relevant,to to_pos relevant vb,TO VB,1
to relief,to to_pos relief vb,TO VB,1
to relieve,to to_pos relieve vb,TO VB,1
to reload,to to_pos reload vb,TO VB,1
to relug,to to_pos relug vb,TO VB,0
to remind,to to_pos remind vb,TO VB,1
to remit,to to_pos remit vb,TO VB,1
to remote,to to_pos remote vb,TO VB,1
to removal,to to_pos removal vb,TO VB,1
to remove,to to_pos remove vb,TO VB,1
to removed,to to_pos removed vb,TO VB,1
to renew,to to_pos renew vb,TO VB,1
to repace,to to_pos repace vb,TO VB,0
to repaint,to to_pos repaint vb,TO VB,1
to repair,to to_pos repair vb,TO VB,1
to repairer,to to_pos repairer vb,TO VB,1
to repairs,to to_pos repairs vb,TO VB,1
to repalce,to to_pos repalce vb,TO VB,0
to repare,to to_pos repare vb,TO VB,0
to repeat,to to_pos repeat vb,TO VB,1
to repetitive,to to_pos repetitive vb,TO VB,1
to repititive,to to_pos repititive vb,TO VB,0
to replace,to to_pos replace vb,TO VB,1
to replaced,to to_pos replaced vb,TO VB,1
to replacement,to to_pos replacement vb,TO VB,1
to replacewhen,to to_pos replacewhen vb,TO VB,0
to replacment,to to_pos replacment vb,TO VB,0
to replair,to to_pos replair vb,TO VB,0
to replalce,to to_pos replalce vb,TO VB,0
to replenish,to to_pos replenish vb,TO VB,1
to replicate,to to_pos replicate vb,TO VB,1
to replinsh,to to_pos replinsh vb,TO VB,0
to reply,to to_pos reply vb,TO VB,1
to report,to to_pos report vb,TO VB,1
to reported,to to_pos reported vb,TO VB,1
to reports,to to_pos reports nns,TO NNS,1
to reposition,to to_pos reposition nn,TO NN,1
to reprogram,to to_pos reprogram vb,TO VB,1
to reprt,to to_pos reprt vb,TO VB,0
to request,to to_pos request vb,TO VB,1
to require,to to_pos require vb,TO VB,1
to reroute,to to_pos reroute vb,TO VB,1
to reschedule,to to_pos reschedule vb,TO VB,1
to reseal,to to_pos reseal vb,TO VB,1
to research,to to_pos research nn,TO NN,1
to reseat,to to_pos reseat vb,TO VB,1
to reservoir,to to_pos reservoir vb,TO VB,1
to resest,to to_pos resest vb,TO VB,0
to reset,to to_pos reset vb,TO VB,1
to reseviour,to to_pos reseviour vb,TO VB,0
to resolve,to to_pos resolve vb,TO VB,1
to respond,to to_pos respond vb,TO VB,1
to rest,to to_pos rest vb,TO VB,1
to restart,to to_pos restart vb,TO VB,1
to restock,to to_pos restock vb,TO VB,1
to resume,to to_pos resume vb,TO VB,1
to retain,to to_pos retain vb,TO VB,1
to reterminated,to to_pos reterminated vb,TO VB,0
to retract,to to_pos retract vb,TO VB,1
to retractable,to to_pos retractable vb,TO VB,1
to retrieve,to to_pos retrieve vb,TO VB,1
to retunred,to to_pos retunred vb,TO VB,0
to return,to to_pos return vb,TO VB,1
to reubuild,to to_pos reubuild vb,TO VB,0
to reuse,to to_pos reuse vb,TO VB,1
to revalidate,to to_pos revalidate vb,TO VB,1
to reveiw,to to_pos reveiw vb,TO VB,0
to review,to to_pos review vb,TO VB,1
to revise,to to_pos revise vb,TO VB,1
to rhe,to to_pos rhe vb,TO VB,0
to rig,to to_pos rig vb,TO VB,1
to rigs,to to_pos rigs vb,TO VB,1
to rim,to to_pos rim vb,TO VB,1
to riser,to to_pos riser vb,TO VB,1
to risk,to to_pos risk vb,TO VB,1
to rla,to to_pos rla vb,TO VB,0
to rms,to to_pos rms vb,TO VB,1
to rob,to to_pos rob vb,TO VB,1
to rod,to to_pos rod vb,TO VB,1
to rods,to to_pos rods nns,TO NNS,1
to roll,to to_pos roll vb,TO VB,1
to roller,to to_pos roller vb,TO VB,1
to rom,to to_pos rom vb,TO VB,1
to room,to to_pos room nn,TO NN,1
to rotate,to to_pos rotate vb,TO VB,1
to rotor,to to_pos rotor vb,TO VB,1
to roughneck,to to_pos roughneck vb,TO VB,1
to round,to to_pos round vb,TO VB,1
to route,to to_pos route vb,TO VB,1
to row,to to_pos row vb,TO VB,1
to rows,to to_pos rows vb,TO VB,1
to rplace,to to_pos rplace vb,TO VB,0
to rpm,to to_pos rpm vb,TO VB,1
to rpms,to to_pos rpms vb,TO VB,0
to rt,to to_pos rt vb,TO VB,1
to rta,to to_pos rta vb,TO VB,0
to rub,to to_pos rub vb,TO VB,1
to rubber,to to_pos rubber vb,TO VB,1
to rubbung,to to_pos rubbung vb,TO VB,0
to rule,to to_pos rule vb,TO VB,1
to run,to to_pos run vb,TO VB,1
to rupture,to to_pos rupture vb,TO VB,1
to ruptured,to to_pos ruptured vb,TO VB,1
to rush,to to_pos rush vb,TO VB,1
to rust,to to_pos rust vb,TO VB,1
to s,to to_pos s vb,TO VB,1
to safe,to to_pos safe vb,TO VB,1
to safety,to to_pos safety nn,TO NN,1
to saini,to to_pos saini vb,TO VB,0
to sample,to to_pos sample vb,TO VB,1
to sand,to to_pos sand vb,TO VB,1
to satisfy,to to_pos satisfy vb,TO VB,1
to save,to to_pos save vb,TO VB,1
to saver,to to_pos saver vb,TO VB,1
to say,to to_pos say vb,TO VB,1
to sbc,to to_pos sbc vb,TO VB,0
to schedual,to to_pos schedual vb,TO VB,0
to schedule,to to_pos schedule vb,TO VB,1
to scope,to to_pos scope vb,TO VB,1
to screw,to to_pos screw vb,TO VB,1
to sdi,to to_pos sdi vb,TO VB,0
to seal,to to_pos seal vb,TO VB,1
to sec,to to_pos sec vb,TO VB,1
to secure,to to_pos secure vb,TO VB,1
to see,to to_pos see vb,TO VB,1
to seek,to to_pos seek vb,TO VB,1
to seize,to to_pos seize vb,TO VB,1
to select,to to_pos select vb,TO VB,1
to send,to to_pos send vb,TO VB,1
to sensitivity,to to_pos sensitivity nn,TO NN,1
to seperate,to to_pos seperate vb,TO VB,0
to serve,to to_pos serve vb,TO VB,1
to service,to to_pos service nn,TO NN,1
to servicealso,to to_pos servicealso vb,TO VB,0
to servise,to to_pos servise vb,TO VB,0
to set,to to_pos set vb,TO VB,1
to setpoint,to to_pos setpoint vb,TO VB,0
to settle,to to_pos settle vb,TO VB,1
to setup,to to_pos setup vb,TO VB,1
to shadow,to to_pos shadow vb,TO VB,1
to shaft,to to_pos shaft vb,TO VB,1
to shake,to to_pos shake vb,TO VB,1
to shear,to to_pos shear vb,TO VB,1
to sheave,to to_pos sheave vb,TO VB,1
to shift,to to_pos shift vb,TO VB,1
to ship,to to_pos ship vb,TO VB,1
to shoe,to to_pos shoe vb,TO VB,1
to shop,to to_pos shop vb,TO VB,1
to shore,to to_pos shore vb,TO VB,1
to short,to to_pos short vb,TO VB,1
to shorten,to to_pos shorten vb,TO VB,1
to show,to to_pos show vb,TO VB,1
to shut,to to_pos shut vb,TO VB,1
to shutdown,to to_pos shutdown vb,TO VB,1
to shuttle,to to_pos shuttle vb,TO VB,1
to shw,to to_pos shw vb,TO VB,0
to side,to to_pos side vb,TO VB,1
to sign,to to_pos sign vb,TO VB,1
to signal,to to_pos signal vb,TO VB,1
to silicone,to to_pos silicone vb,TO VB,1
to simulate,to to_pos simulate vb,TO VB,1
to singapore,to to_pos singapore vb,TO VB,0
to situation,to to_pos situation nn,TO NN,1
to sizes,to to_pos sizes vb,TO VB,1
to skate,to to_pos skate vb,TO VB,1
to skid,to to_pos skid vb,TO VB,1
to slack,to to_pos slack vb,TO VB,1
to slacken,to to_pos slacken vb,TO VB,1
to slawek,to to_pos slawek vb,TO VB,0
to slew,to to_pos slew vb,TO VB,1
to slide,to to_pos slide vb,TO VB,1
to slip,to to_pos slip vb,TO VB,1
to slippage,to to_pos slippage vb,TO VB,1
to slot,to to_pos slot vb,TO VB,1
to slow,to to_pos slow vb,TO VB,1
to slowly,to to_pos slowly vb,TO VB,1
to slug,to to_pos slug vb,TO VB,1
to smooth,to to_pos smooth vb,TO VB,1
to sobm,to to_pos sobm vb,TO VB,0
to socket,to to_pos socket vb,TO VB,1
to software,to to_pos software nn,TO NN,1
to solder,to to_pos solder vb,TO VB,1
to solenoids,to to_pos solenoids nns,TO NNS,1
to someone,to to_pos someone nn,TO NN,1
to somethng,to to_pos somethng vb,TO VB,0
to sort,to to_pos sort vb,TO VB,1
to sound,to to_pos sound vb,TO VB,1
to source,to to_pos source nn,TO NN,1
to spacer,to to_pos spacer vb,TO VB,1
to spare,to to_pos spare vb,TO VB,1
to speak,to to_pos speak vb,TO VB,1
to spec,to to_pos spec vb,TO VB,1
to specalso,to to_pos specalso vb,TO VB,0
to specs,to to_pos specs vb,TO VB,1
to speed,to to_pos speed vb,TO VB,1
to spin,to to_pos spin vb,TO VB,1
to spinn,to to_pos spinn vb,TO VB,0
to spinner,to to_pos spinner vb,TO VB,1
to splash,to to_pos splash vb,TO VB,1
to splice,to to_pos splice vb,TO VB,1
to split,to to_pos split vb,TO VB,1
to spm,to to_pos spm vb,TO VB,0
to spms,to to_pos spms vb,TO VB,0
to spool,to to_pos spool vb,TO VB,1
to spot,to to_pos spot vb,TO VB,1
to spray,to to_pos spray vb,TO VB,1
to spread,to to_pos spread vb,TO VB,1
to spud,to to_pos spud vb,TO VB,1
to sr,to to_pos sr vb,TO VB,0
to ss,to to_pos ss vb,TO VB,1
to st,to to_pos st vb,TO VB,1
to stabilize,to to_pos stabilize vb,TO VB,1
to stabilizer,to to_pos stabilizer vb,TO VB,1
to stainless,to to_pos stainless vb,TO VB,1
to stamped,to to_pos stamped vb,TO VB,1
to stanby,to to_pos stanby vb,TO VB,0
to stand,to to_pos stand vb,TO VB,1
to standby,to to_pos standby vb,TO VB,1
to standpipe,to to_pos standpipe vb,TO VB,1
to start,to to_pos start vb,TO VB,1
to stavanger,to to_pos stavanger vb,TO VB,0
to stay,to to_pos stay vb,TO VB,1
to stbd,to to_pos stbd vb,TO VB,0
to steal,to to_pos steal vb,TO VB,1
to step,to to_pos step vb,TO VB,1
to stick,to to_pos stick vb,TO VB,1
to stock,to to_pos stock nn,TO NN,1
to stoke,to to_pos stoke vb,TO VB,1
to stop,to to_pos stop vb,TO VB,1
to storage,to to_pos storage vb,TO VB,1
to store,to to_pos store vb,TO VB,1
to stp,to to_pos stp vb,TO VB,0
to straighten,to to_pos straighten vb,TO VB,1
to strait,to to_pos strait vb,TO VB,1
to stream,to to_pos stream vb,TO VB,1
to strengthen,to to_pos strengthen vb,TO VB,1
to stripped,to to_pos stripped vb,TO VB,1
to stroke,to to_pos stroke vb,TO VB,1
to structure,to to_pos structure nn,TO NN,1
to subject,to to_pos subject vb,TO VB,1
to submit,to to_pos submit vb,TO VB,1
to subsea,to to_pos subsea vb,TO VB,0
to suction,to to_pos suction nn,TO NN,1
to suit,to to_pos suit vb,TO VB,1
to sump,to to_pos sump vb,TO VB,1
to supervicer,to to_pos supervicer vb,TO VB,0
to supervisor,to to_pos supervisor vb,TO VB,1
to supply,to to_pos supply vb,TO VB,1
to support,to to_pos support vb,TO VB,1
to surface,to to_pos surface vb,TO VB,1
to survey,to to_pos survey nn,TO NN,1
to swab,to to_pos swab vb,TO VB,1
to swap,to to_pos swap vb,TO VB,1
to switch,to to_pos switch vb,TO VB,1
to swivel,to to_pos swivel vb,TO VB,1
to swivels,to to_pos swivels vb,TO VB,1
to sync,to to_pos sync vb,TO VB,1
to synch,to to_pos synch vb,TO VB,0
to synchronize,to to_pos synchronize vb,TO VB,1
to system,to to_pos system nn,TO NN,1
to t,to to_pos t vb,TO VB,1
to tacho,to to_pos tacho vb,TO VB,0
to tag,to to_pos tag vb,TO VB,1
to take,to to_pos take vb,TO VB,1
to talk,to to_pos talk vb,TO VB,1
to tank,to to_pos tank vb,TO VB,1
to taper,to to_pos taper vb,TO VB,1
to target,to to_pos target vb,TO VB,1
to task,to to_pos task vb,TO VB,1
to tbe,to to_pos tbe vb,TO VB,0
to tco,to to_pos tco vb,TO VB,0
to td,to to_pos td vb,TO VB,0
to tds,to to_pos tds vb,TO VB,0
to tdx,to to_pos tdx vb,TO VB,0
to tech,to to_pos tech vb,TO VB,1
to teh,to to_pos teh vb,TO VB,0
to tell,to to_pos tell vb,TO VB,1
to tensiomner,to to_pos tensiomner vb,TO VB,0
to tensioner,to to_pos tensioner vb,TO VB,0
to term,to to_pos term nn,TO NN,1
to terminal,to to_pos terminal vb,TO VB,1
to test,to to_pos test vb,TO VB,1
to tfs,to to_pos tfs vb,TO VB,0
to th,to to_pos th vb,TO VB,0
to theother,to to_pos theother vb,TO VB,0
to theses,to to_pos theses nns,TO NNS,1
to third,to to_pos third vb,TO VB,1
to thou,to to_pos thou vb,TO VB,1
to thr,to to_pos thr vb,TO VB,0
to thread,to to_pos thread vb,TO VB,1
to threads,to to_pos threads vb,TO VB,1
to ticket,to to_pos ticket vb,TO VB,1
to tie,to to_pos tie vb,TO VB,1
to tight,to to_pos tight vb,TO VB,1
to tighten,to to_pos tighten vb,TO VB,1
to tightened,to to_pos tightened vb,TO VB,1
to tightenness,to to_pos tightenness vb,TO VB,0
to tightness,to to_pos tightness vb,TO VB,1
to tih,to to_pos tih vb,TO VB,0
to tilt,to to_pos tilt vb,TO VB,1
to time,to to_pos time nn,TO NN,1
to titan,to to_pos titan vb,TO VB,1
to toank,to to_pos toank vb,TO VB,0
to toi,to to_pos toi vb,TO VB,0
to tolerance,to to_pos tolerance vb,TO VB,1
to ton,to to_pos ton vb,TO VB,1
to tong,to to_pos tong vb,TO VB,1
to tool,to to_pos tool vb,TO VB,1
to toolpusher,to to_pos toolpusher vb,TO VB,0
to top,to to_pos top vb,TO VB,1
to topdrive,to to_pos topdrive vb,TO VB,0
to topup,to to_pos topup vb,TO VB,0
to torque,to to_pos torque vb,TO VB,1
to torue,to to_pos torue vb,TO VB,0
to touch,to to_pos touch vb,TO VB,1
to town,to to_pos town nn,TO NN,1
to tp,to to_pos tp vb,TO VB,0
to track,to to_pos track vb,TO VB,1
to train,to to_pos train vb,TO VB,1
to tran,to to_pos tran vb,TO VB,0
to transducer,to to_pos transducer vb,TO VB,1
to transfer,to to_pos transfer vb,TO VB,1
to transistion,to to_pos transistion nn,TO NN,0
to transit,to to_pos transit vb,TO VB,1
to transocean,to to_pos transocean vb,TO VB,0
to transport,to to_pos transport vb,TO VB,1
to trap,to to_pos trap vb,TO VB,1
to trapped,to to_pos trapped vb,TO VB,1
to travel,to to_pos travel vb,TO VB,1
to traverse,to to_pos traverse vb,TO VB,1
to travle,to to_pos travle vb,TO VB,0
to tray,to to_pos tray vb,TO VB,1
to trblsht,to to_pos trblsht vb,TO VB,0
to treand,to to_pos treand vb,TO VB,0
to treat,to to_pos treat vb,TO VB,1
to tree,to to_pos tree vb,TO VB,1
to trend,to to_pos trend nn,TO NN,1
to tribol,to to_pos tribol vb,TO VB,0
to trigger,to to_pos trigger vb,TO VB,1
to trip,to to_pos trip nn,TO NN,1
to tripped,to to_pos tripped vb,TO VB,1
to trouble,to to_pos trouble nn,TO NN,1
to troubleshoot,to to_pos troubleshoot vb,TO VB,1
to troublesoot,to to_pos troublesoot vb,TO VB,0
to try,to to_pos try vb,TO VB,1
to ts,to to_pos ts vb,TO VB,1
to tt,to to_pos tt vb,TO VB,0
to tubes,to to_pos tubes vb,TO VB,1
to tubestar,to to_pos tubestar vb,TO VB,0
to tune,to to_pos tune vb,TO VB,1
to turn,to to_pos turn vb,TO VB,1
to tw,to to_pos tw vb,TO VB,0
to un,to to_pos un vb,TO VB,0
to unbolt,to to_pos unbolt vb,TO VB,1
to uncheck,to to_pos uncheck vb,TO VB,0
to unclamp,to to_pos unclamp vb,TO VB,0
to understand,to to_pos understand vb,TO VB,1
to unit,to to_pos unit nn,TO NN,1
to unlatch,to to_pos unlatch vb,TO VB,1
to unload,to to_pos unload vb,TO VB,1
to unplug,to to_pos unplug vb,TO VB,1
to update,to to_pos update vb,TO VB,1
to upgrade,to to_pos upgrade vb,TO VB,1
to upgraded,to to_pos upgraded vb,TO VB,1
to upload,to to_pos upload vb,TO VB,1
to upper,to to_pos upper vb,TO VB,1
to ups,to to_pos ups vb,TO VB,1
to usage,to to_pos usage vb,TO VB,1
to use,to to_pos use vb,TO VB,1
to user,to to_pos user vb,TO VB,1
to utilise,to to_pos utilise vb,TO VB,0
to utilize,to to_pos utilize vb,TO VB,1
to v,to to_pos v vb,TO VB,1
to vadpdf,to to_pos vadpdf vb,TO VB,0
to validate,to to_pos validate vb,TO VB,1
to valve,to to_pos valve vb,TO VB,1
to variance,to to_pos variance vb,TO VB,1
to vegard,to to_pos vegard vb,TO VB,0
to veirfy,to to_pos veirfy vb,TO VB,0
to vender,to to_pos vender vb,TO VB,0
to vendor,to to_pos vendor vb,TO VB,1
to vent,to to_pos vent vb,TO VB,1
to verfiy,to to_pos verfiy vb,TO VB,0
to verified,to to_pos verified vb,TO VB,1
to verifier,to to_pos verifier vb,TO VB,1
to verify,to to_pos verify vb,TO VB,1
to vernolab,to to_pos vernolab vb,TO VB,0
to version,to to_pos version nn,TO NN,1
to vessel,to to_pos vessel vb,TO VB,1
to vfd,to to_pos vfd vb,TO VB,0
to vibrate,to to_pos vibrate vb,TO VB,1
to vibration,to to_pos vibration nn,TO NN,1
to video,to to_pos video vb,TO VB,1
to visit,to to_pos visit vb,TO VB,1
to vms,to to_pos vms vb,TO VB,0
to vortex,to to_pos vortex vb,TO VB,1
to wait,to to_pos wait vb,TO VB,1
to walk,to to_pos walk vb,TO VB,1
to walker,to to_pos walker vb,TO VB,1
to warant,to to_pos warant vb,TO VB,0
to ware,to to_pos ware vb,TO VB,1
to warehouse,to to_pos warehouse vb,TO VB,1
to warm,to to_pos warm vb,TO VB,1
to warrant,to to_pos warrant vb,TO VB,1
to warranty,to to_pos warranty vb,TO VB,1
to warrenty,to to_pos warrenty vb,TO VB,0
to wash,to to_pos wash vb,TO VB,1
to washout,to to_pos washout vb,TO VB,1
to wasnt,to to_pos wasnt vb,TO VB,0
to watch,to to_pos watch vb,TO VB,1
to water,to to_pos water nn,TO NN,1
to wc,to to_pos wc vb,TO VB,0
to weaken,to to_pos weaken vb,TO VB,1
to wear,to to_pos wear vb,TO VB,1
to weather,to to_pos weather vb,TO VB,1
to webex,to to_pos webex vb,TO VB,0
to weel,to to_pos weel vb,TO VB,0
to weep,to to_pos weep vb,TO VB,1
to weight,to to_pos weight vb,TO VB,1
to weld,to to_pos weld vb,TO VB,1
to well,to to_pos well vb,TO VB,1
to wharehouse,to to_pos wharehouse vb,TO VB,0
to whick,to to_pos whick vb,TO VB,0
to whse,to to_pos whse vb,TO VB,0
to winch,to to_pos winch vb,TO VB,1
