DocNO,id,SENTIMENT,SENTENCES
1.11E+17,233474825,positive,"RT @EurostarUK: Experience the excitement of the Nuit Blanche, an all night art and culture festival in Paris: http://t.co/AWd3FSh"
1.00E+17,19696771,positive,@Jared_Akins trying to do the same ha. But I've been good. Just waiting to be up in Auburn with y'all in January
1.04E+17,33474308,positive,RT @Robbakerashton: Heading back to Chesterfield for a job tomorrow after an intense & amazing few days in Derby with the @lostalone lad ...
1.04E+17,41037925,negative,"I really hate to think it, but the same type thing that's happening to Miami could happen to Alabama tomorrow."
1.00E+17,29965222,positive,Watching director's cut of Alien.  Maybe it will give us some ideas for Merlin tomorrow. :-)
1.13E+17,19538696,negative,"If Tony Romo doesn't score 50 fantasy points for me tonight, I'm screwed. Wait, you're saying that's not going to happen?"
1.01E+17,44610718,positive,It's Singapore's Independence Day today! Happy National Day! Can't wait for the parade this evening!
1.00E+17,20965719,positive,"You're going to ban straight to DVD Disney movies? ""Aladdin 4: Jafar May Need Glasses"" 1 or 2? Umm... Hahahah #FamilyGuy"
1.04E+17,19389623,neutral,"Paddy McGuinness on This Morning, continuing to show the old stereotype that broadcasters from Bolton have to shout all the time."
1.02E+17,258536140,positive,@roddywhiteTV Good morning Rooody!! Much love mane from Bama! Ready to see you do what you do! Smoke da Fins tomorrow!
1.01E+17,308771567,positive,Re: What did you do to your bike today ?: Heat finally broke here in Nebraska this AM. It was a nice 67 degrees ... http://bit.ly/nTW4K8
1.01E+17,268947428,neutral,Buc's dirty up Sanchez. What do G-Men do with 5th spot? NFL player agent Ryan Tollner set to join at 8pm...On @KNBR till 10pm
1.09E+17,250161910,neutral,Cowboys' Tony Romo still searching for career moment http://t.co/K6hz289 via USA TODAY &gt;same things were said about Dirk  Title cures all
1.01E+17,19600782,positive,"I just finished Dexter, Season 5. I seriously can't wait until Season 6 on October 2! Check out the trailer for it here. http://t.co/HLLs3oQ"
1.14E+17,16394755,neutral,Tonight - we test one of our Nuit Blanche projects! Nuit Blanche is coming up! What are we doing you ask? http://t.co/5Y8wCv9
1.00E+17,264819456,positive,Dallas!!! Are you ready to come have a great night with us?! We can't wait to blow the roof off with you!
1.00E+17,24325147,positive,@LAGalaxy Thanks.  Still have love for my Galaxy!! I will cheering us on to victory at the stadium club tonite!! Beat Dallas!!
1.05E+17,20923316,positive,Enjoying a high volume of trash tv tonight. Just caught the tail end of X Factor. LOVE Gary Barlow. LOVE him. Obviously an age thing.
1.00E+17,27047938,negative,"@oliverporter obviously we're not looking great right now, but the 'Arsenal will finish 5th' prediction is wrong every year!"
1.14E+17,71755705,positive,@EmmeBeeA comes out on dvd on the 20th. i'm pumped. Melissa McCarthy is so perfect in that movie
1.00E+17,311976441,negative,@justin_kaoma Dope night with the Eagles .did #sangz1 tell you he deleted all the pics
1.04E+17,134438152,neutral,@RobbieSavage8 what did you think of Derby tonight sav?
1.01E+17,248991993,positive,"I spent the majority of my weekend sitting in bed, editing & watching the entire 1st season of Dexter. 'Twas divine. I have no regrets."
1.03E+17,220255109,negative,RT @MNVikingsGuy: Is it possible for Aaron Rodgers to suffer a career ending injury tonight? Just curious.
1.01E+17,106145949,positive,A win over England on the 5th day of the 3rd test match will give us one more reason to celebrate the INDEPENDENCE Day! Via @Sachislife
1.00E+17,21379479,negative,I may have just thrown a lime at an NFL player. Apologies forthcoming #ivaluemylife
1.01E+17,301469264,positive,"@mcr_ellamae hahahhahaha lol,its probably cuz im sat here in a green day hoodie.....xx :)"
1.01E+17,21635603,neutral,"RT @Jim_Alexander: For those just tuning in, #Chargers have linked those two games as pkg. To see Aaron Rodgers Nov 6, you gotta buy tix ..."
1.01E+17,141270056,positive,@Bronzy_BrwnSkn lol of course!! my fav Disney movie is the 1st Aladdin...i love the 2nd one too
1.03E+17,123095901,negative,Tuesday will be my last day in Florida :-(
1.16E+17,306778913,neutral,"Interestingly, ""Too Big to Fail"" was also the title of the pep talk that was given to Melissa McCarthy this morning."
1.03E+17,280597700,positive,@oliviawilde 'Cowboys and Aliens' comes to UK theatres on August 17th. It looks pretty good. Gonna see it for my b'day on August 23rd.
1.03E+17,78569026,neutral,WISCONSIN: Remember to Vote Tomorrow! Consider it Practice for Recalling Walker. Practice Makes Perfect. #WIunion #wirecall #p2
1.01E+17,301049255,positive,So excited for recruitment to start at Auburn today! These Gamma Omega Thetas are going to be great! #wareagle [Christa and Katharine]
1.00E+17,234184515,positive,I'm really pleased with your concert in Mexico on October 1 and of course I'll be there! @justinbieber
1.00E+17,97321397,neutral,@SI_PeterKing Ok Mr King see me about the Bills (or the Eagles for that matter) come the First weekend in February. #bills #eagles #nfl
1.00E+17,149493152,negative,Mail on Sunday: Cesc Fabregas is so desperate to leave Arsenal for Barcelona that he has offered to give up more ... http://tmi.me/e71Co
2.62E+17,85157060,positive,Wise words of Kristin Chenoweth: knowing when to leave may be the smartest thing you'll ever learn
2.31E+17,242183716,positive,"going to see young savage saturday w/ my girls. lol,"
2.63E+17,29192539,positive,Pakistan hopeful of Bangladesh visit: Pakistan's cricket board said Sunday it hopes to arrange a tour by Banglad... http://t.co/raBnxJ2P
2.63E+17,141005297,positive,"A bit of Sunday fun, shot in Whitstable, Kent and Muscat, Oman! 'Down Poured the Heavens': http://t.co/5Cwiavk5 via @youtube"
2.41E+17,109424162,neutral,I have a feeling there's going to be quite abit of transfer activity @ Spurs tomorrow
1.72E+17,189370247,positive,Awhh I can't wait for Stevie Tv! I wish it was March 4 already!
2.64E+17,200523859,positive,All the best to those who are taking Physics tomorrow :) &lt;3
1.75E+17,67857874,positive,"Yup it's National Bieber Day , cuz our baby just turned 18 @justinbieber #LoveYaForeverNAlways"
2.63E+17,178432332,positive,@claw1400 I am seriously thinking about it! I may go back down to Drexel to get some books.
2.64E+17,44647404,positive,Vh1 is going to kill friday after next
2.06E+17,542075337,positive,Dear us and Australian Directioners just knw tht cuz I live in Ireland doesn't mean I knw Niall r country may see small but it's not :) x
2.63E+17,157166978,positive,Okami HD makes me wish I had a PS3. I may just wait for the PS4 and hope that all of PSN's games are on the PS4 store as well.
2.60E+17,346585624,neutral,Waiting for Newcastle to smash the Mackems with @bones1993 #DerbyDay in the sun!
2.40E+17,398069326,negative,"Rt @gordonmutugi: IEBC may hold the most modern &amp; credible elections, but that wont stop Kenya from Burning again IF the intolerance we  ..."
2.11E+17,151583931,positive,Down at Chesters tonight playing some bass with the August James band. Can't wait to see what songs we know how to play!
2.56E+17,20063830,positive,PlayStation Network maintenance scheduled for October 15 http://t.co/P9jkuYJ9 That'll be the new store then. Exciting!
2.62E+17,103226761,positive,"Heading to Putrajaya, may Allah bless along the way!"
2.64E+17,252778067,positive,"Men's Club Basketball game AT GONZAGA in the Rudolph Fitness Center Court 1 on Monday, November 5th at 8:15pm!!! Spread the word people!"
2.58E+17,615699376,positive,@SUJagAlum I really and positively dgaf about Ted Nugent's Bronco rebuild. In fact if I see Bronco with zebra stripes I may have to stfosb.
2.61E+17,62601419,positive,"@GR8Imperfection It's the cool, tasty Ice Cream Sandwich upgrade http://t.co/jwcWIs7E! It may take some getting used to since it's new.^TH"
2.11E+17,420139744,positive,#PirateGang @ the Rex Theatre tomorrow doors open at 5pm. Come show your support if you fuck with real music !!   #Gang
2.54E+17,83766975,positive,Silent House was decent...now time to watch #Advengers for the 2nd time. Got a #lowkey crush on Iron Man &amp; Thor
2.64E+17,234494726,neutral,Jazz and Celeste are seeing Jack White in London on Saturday and I shall be eating Nutella with a spoon
2.64E+17,305492129,positive,You guys need a proven goal scorer ASAP &amp; He fits the bill!! RT@onesimo25: Can Roman Abramovich please get us Falcao in Jan!!! @chelseafc
2.64E+17,82276130,positive,Happy Birthday to Haryana. March on the path to progress....
2.64E+17,855202333,positive,@AaronGoodwin pretty picture floridas sky's look like that sometimes i love watching sun set.. and by the way my gma loves u
2.62E+17,66151728,positive,#catherinebelll I watched good witch for the 1st time.  what a wonderful show.  I've seen all ur JAG and Army Wives.  Ur fan  Ara
1.77E+17,81447140,positive,"Happy Casimir Pulaski Day! (and I do realize the day is almost over but it still IS Monday, March 5th, so I say it`s fine.)"
2.60E+17,20440352,positive,@milleniumlady Taken sitting at the window of the St David's Hotel Cardiff Bay when Ian and I were celebrating our 25th Wedding Anniversary.
2.64E+17,150326255,negative,@Jonny_Blobbins a bit frustrating. I don't think I've added you on my new PSN account. I'll do it tomorrow.
2.63E+17,248388500,negative,Shit here comes all the hawker tweets. Don't worry Wildcat fans they will all be gone on March 20 (first round of NCAA tourney)
2.57E+17,828019453,positive,Y'all know that one boy that makes it seem like he won 1st place in the Kentucky Derby whenever he gets a good grade. Yeah. We have that now
2.62E+17,209941571,positive,@chefelf1 i like those too1  I love old movies 30s &amp; 40s I was 9 living on Okinawa the 1st time I saw It Happened 1 nite on AFT
2.64E+17,117978969,positive,Good luck to all my babies taking History and Physics tomorrow! May the force be with you! Make history!
2.58E+17,122010238,positive,"well bummer the Vikings JUST LOST to WSH :(    ......Oh well tomorrow is another day,good try boys!  BUCK UP BOO'S WE STILL LOVE U ALWAYS!"
2.52E+17,96871753,negative,Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's ga... http://t.co/5loAh60f
2.64E+17,221891038,positive,Now it's November won't b long til Xmas music starts on VH1. Can't wait all day everyday
2.44E+17,445019219,neutral,"When all is said and done, Fluke will still need a job.  DWS are you watching?  Never mind you are out of office Nov 6.  #tcot"
2.64E+17,16337738,neutral,guess who paid for an NBA League Pass &amp; guess who's watching his team lose for the 2nd night in a row... FML!
2.60E+17,34394945,positive,@AmmunitionDepot Good morning! Do you come up as North as Plant City for the shows? We will be at the Nov 17th show.
2.58E+17,23215843,negative,@NUFC_Stats Martin Atkinson the man in the middle on Sunday. #NUFC have never won an away game with him in charge. 6 Losses and 4 Draws
2.39E+17,132798071,neutral,Feels Like Vegas In LA @Jalexanderfunny  @NormaRoyston Auditions in 4 SATURDAY!! Movie Called RAYMOND LEGENDS U will be shooting the TRAILER
2.05E+17,328406944,neutral,Front Line with Kamran Shahid - 22 May 2012 http://t.co/wOFmOtcX
2.48E+17,58488504,positive,"25 yrs ago, Blessed Pope John Paul II visited the Archdiocese of Detroit-- the 1st papal visit to MI in history. http://t.co/VY36INT0"
2.01E+17,22903166,neutral,Tom Segal was in flying form at Chester yesterday. Buy the Racing Post to see what his Friday Pricewise picks are. http://t.co/sXM3zMvO
2.60E+17,28503283,negative,Everything about Brownsville is just bad and depressing. Can't wait to go back home tomorrow.
2.63E+17,54033567,neutral,"Animal Planet star Tia Torres of Pit Bulls &amp; Parolees to attend For the Love of Dogs festival in Smyrna, GA Nov 3rd http://t.co/L0y4nXF4"
2.63E+17,403095137,negative,How I'm going to miss senior year's Selma vs k-town game Friday cuz I have work! &lt;&lt;&lt;
2.64E+17,455353894,positive,@sallydubats May your new year be filled with Magic.
2.63E+17,530963169,positive,"Tomorrow is going to be another beautiful day! Amazing day to be outside for Marching Band practice! 83, we can and we will do it :)"
2.64E+17,531612903,negative,"Daily Digit: Exchanges lost $1 mln a day: Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in trad... http://t.co/T2ltnGrS"
2.64E+17,329502489,neutral,"FCA tomorrow 7:20 AM in the team room, be there."
2.64E+17,416444133,negative,I hate Mikey and Vanessa . I hope tomorrow at the movies they run out of tickets and they have to walk all the way back home .
2.64E+17,216110407,positive,The bulls are going to kick the Kings asses tomorrow night.
2.52E+17,109041471,neutral,"Gregg Williams will attend St. Louis Rams game Sunday, ESPN reports: Jonathan Vilma points out the interesting t... http://t.co/zfk0J0qm"
2.62E+17,419974291,positive,Yay tomorrow I'll be going to Putrajaya for a walk. Woweee.
2.30E+17,118669666,positive,@RBKD: Rui En's off to Macau tomorrow for the filming of Poetic Justice. And here's a note from her :) http://t.co/focdU8al
2.49E+17,218027755,positive,"The late great Andrew Breitbart's new movie, Occupy Unmasked, comes out Friday. Who's going? #tcot #gop #teaparty"
2.58E+17,535292825,positive,"Casually walking around the house singing,dancing and yelling ""Robsten is UNBROKEN yo! October 15 2012 yo!"" I think I'm gonna faint yo! :')"
2.64E+17,383627740,positive,Got an hour talk session with Capt. Imran tomorrow. He's so smart and manage to become a Captain by the age of 26.
2.64E+17,14891966,positive,Sneak peak: This Sunday is going to be a BIG DAY in Adventure Park!  http://t.co/eeI1H3Wb http://t.co/EcMd0guN
2.64E+17,24576488,positive,HOLY SHIT JACK WHITE TOMORROW! When he plays seven nation army it'll be INSANE
2.64E+17,16560842,positive,MBN reveals #10 in #ORLrank tomorrow (top 10 players in Magic franchise history). Can't wait to reveal who it is.
2.63E+17,50582374,negative,The 2nd game United lost was away to Chelsea. Martin Atkinson was the ref then and some of his decisions incurred the wrath of SAF.
2.31E+17,21350323,positive,"Photo: Dr. Seuss has always been one of my favorite people. His work may have been surreal, but it always... http://t.co/ufmYYVjr"
2.64E+17,217509778,neutral,@sardesairajdeep 1st step towards diluting the issue? Did you ask the same Q when it came to Gadkari?  @malviyamit
2.38E+17,14328299,positive,"@tapi First reaction: would look great in a SimCity game. 2nd reaction: ooh, it's motorized!"
1.68E+17,288690722,negative,Russia denies deal with Iran over military cooperation in meeting on Wednesday   - Breaking News Buzz http://t.co/BXRFl80F
2.62E+17,197501093,neutral,"Wildcat rosters, including the 8th grade girls roster, have been updated again at http://t.co/rwKLhw2s.... http://t.co/ItsBKAf0"
2.63E+17,455298809,neutral,@jencattle did you know I love your face? Because I do. PS. @craigsiedschlag I named my rubber ducky Capt. Sparkle-Pants the 3rd. #wtf
2.33E+17,486378675,positive,@ATLHustlerClub so stoked! i'm going to the irving plaza NYC show on november 18th c:
2.63E+17,312872826,neutral,WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm!! #FVSU RT14x
2.50E+17,64607133,neutral,Today is the anniversary of Dr. Seuss's death and tomorrow is Silverstein's birthday... so we should all only tweet in rhyme
2.61E+17,221867572,positive,"Happy Birthday to Roman Abramovich the man who made everything possible, I hope we'll give him his present on the 28th.   #CFC"
1.77E+17,29027334,positive,Great shows at Java Jazz in Jakarta. Just landed in Tokyo and we'll be at Billboard live tomorrow with Al Jarreau & the George Duke Trio.
2.50E+17,22371962,positive,Kristin Chenoweth will be on Over The Rainbow sunday night! 8pm CBC. Here she gives me a singing lesson. I'm bad. http://t.co/vZAvXB2L
2.53E+17,220304410,neutral,Went to see the psychedelic Sun Ra Arkestra last night at the Barbican Centre. #trippin
2.64E+17,119093322,neutral,AJ went to bed at 8:30 or 9:00 tonight. Kid was tired. There was no stopping it. Hubby and I sat and watched the stuff we usually watch...
2.64E+17,174664473,positive,Pray for: the peace of Jerusalem. Pray for the peace of Jerusalem! May they be secure who love you! #Ps122
2.56E+17,365462785,positive,Great Photo exhibition: Everything Was Moving: Photography from the 60s and 70s / untill 13 Jan 2013 Barbican Centre http://t.co/HzYOriit
2.55E+17,784082252,positive,Magnificent Scallop Monday is on NOW!  A fresh lot of Whangamata scallops has just arrived at iguana. Head in and... http://t.co/gFiuwc1h
2.64E+17,225928818,positive,"@jaredgriffith28 ohh cool, start going to FCA on Thursday mornings!"
2.62E+17,864814188,neutral,"Mersey side derby tomorrow, who do you think will come out on top? #behindthegoal"
2.64E+17,918018343,negative,"Hearts throbbing, might not make it to my 21st... #SIKE! Better watch out world, Courtney's here &amp; no ones stopping me."
2.64E+17,352520046,negative,Can anyone help me with Physics? Universal Gravitation. I have this worksheet due tomorrow and I honestly can NOT figure it out
1.99E+17,357743354,negative,"Long day work, G37 meet, Marijuana March and Avengers. All sick nonetheless."
2.56E+17,408055868,positive,Addicted to Army Wives and I'm only on the 5th episode of the 1st season!
2.49E+17,263188050,negative,"Afghans protest against French cartoons, US film: Hundreds of Afghans on Thursday protested for the first time a... http://t.co/72mtIYlV"
2.63E+17,28564504,negative,Turns out having less than an hour's unbroken sleep leaves you feeling pretty grim on a Tuesday
2.49E+17,168162721,neutral,"Have a feeling Shotton will play RB tomorrow, just for the long throw."
2.63E+17,389232139,negative,Uniontown all ready has a 2 hour delay tomorrow smh Brownsville is gonna be the only school that don't have shit
2.36E+17,31252669,neutral,This Sunday the Leos are taken over Jett Lounge #LionKing http://t.co/M3uC2z8c
2.57E+17,496158734,positive,Love him or hate him but so excited about getting to meet Ted Nugent tomorrow night :)
2.60E+17,273676376,negative,"No sir, I am not about to get on SPC for hiring Young Eli to go out there and entertain them white folks on a Monday night"
2.63E+17,533262095,positive,Just about that time!!  NBA season jumps off tomorrow!! My preseason MVC's (most valuable cats) @TerrenceJones1 and @BrandonKnight07 #bbn
2.63E+17,531454987,positive,"@_eryflores: March 16 Luke Bryan is gonna at the Houston Rodeo. I HAVE to go, Its a MUST!"
2.64E+17,543536899,positive,@x0KaeLyn Thank youuuuuuu &lt;3 Wanna come over tomorrow after 5 or wanna wait for me at Monroe with Grace Jurrel so we can get ~~~~~
2.64E+17,308750277,neutral,"All my Passengers I aplogize for the tardiness of The 2nd half of the Dual Single ""Magic"" but it's dropping soon...STAYTUNNED!!!!!!!!!!"
1.62E+17,15368940,neutral,"MT @KeithOlbermann: My apologies: my bronchitis prevents it, and Countdown tonight. Bill Carter & @davidshuster replace, respectively"
2.64E+17,157470755,negative,"@ooteeny @stuwaldy will NEVER but the sun Jo, never!  EVEN - for a guaranteed date with Dave Grohl!!! Even then!!!"
2.22E+17,27597037,positive,My Sunday nights haven't been the same since @lazofficial has been gone from Breakout Kings. I wonder what he's doing next? Can't wait 2 c!
2.64E+17,47758968,positive,"In honor and remembrance of Tom Hagedorn ""Light the NIght"" and support Women's Soccer tomorrow at 7PM as they take on Gonzaga. @uofsandiego"
2.64E+17,68470715,neutral,"Long day tomorrow, University of Idaho and Eastern visits!"
2.59E+17,862520299,positive,Last day to buy SPC cards is tomorrow! Please support so we're able to give you an awesome Halloween!
2.61E+17,258080315,positive,"Whoop Whoop it is Kids Eat Free Wednesday!! Swing into O'Briens Irish Pub | Plant City, tonight for Kids Eat free... http://t.co/tFTmBaUr"
2.08E+17,368378534,positive,A signed Tom Boonen shirt is only one of the items in the #EYclassics auction. Curious for more? Joing us this Sunday! http://t.co/glKiVhIx
2.35E+17,462308789,negative,@jtrojnar227 @gdisano55 that may lower his rank in the mcgeezers he will go down to the D league
2.64E+17,424347738,positive,That last tweet was to HF thanks for the day off tomorrow!! notttt
2.55E+17,520966739,neutral,"the sports arena office.. (:""@AdrianaGee Anyone know where I can buy arolladora tickets? For pico Rivera? On the 14th?? WSS sold out:("""
2.55E+17,619819759,positive,Now... I miss Rui En on TV. It's okay... 18 February marks the day when Rangels get to see her again.
2.59E+17,309864126,neutral,@Ladbrokes any odds on louis saha to score the winner in the derby on sunday? @louissaha08 #backtohauntthescum #bagger
2.64E+17,367399217,positive,I can't wait to see the Lakers tomorrow....
2.44E+17,31501713,positive,Wichita State evens match 1-1 with 25-18 2nd set win. Watch live at http://t.co/eA7jZnYX or follow at http://t.co/KGfCaEpg.
1.77E+17,398677358,negative,"Star Wars visionary becomes one with the Force: Artist dies at 82 Star Wars conceptual artist Ralph McQuarrie, w... http://t.co/mw4ZM0gq"
2.64E+17,226326820,negative,@whats__GOODY lhh girl .. She may be cool. Uhm I want to go to Tennessee state . I don't want a roommate .dont even wanna chance it . Wbu?
2.62E+17,583789210,positive,@indomienoodlez  May Allah grants us all our HRt desires n make us better prsns than the yrs before
2.63E+17,435342476,negative,St David please just cancel school tomorrow. I really don't feel like dying in a hurricane...
2.64E+17,819640285,neutral,RIP to Capt. Walbridge of #HMSBOUNTY. Fair winds and following seas wherever you may be http://t.co/u2zHR3hC
2.64E+17,919759298,positive,"Even though we just play Troy this Saturday, I still can't wait to watch Tennessee play! #truevolfan #gobigorange"
2.59E+17,97080391,positive,@Mikeisthestig Not in the Afghan halal meat shop but it may as well be with the amount of Afghans and halal meat in the house!!
2.32E+17,495791620,positive,To whom it may concern in Luxembourg: You liked the Madoff affair you will enjoy the Apollonia Affair http://t.co/4Y26Tmfl #affaireapollonia
2.35E+17,19534874,neutral,She may have failed the drug test for metenolone but no trace of Rohypnol or GHB were found in her sample http://t.co/HwXVx4m4
2.62E+17,392581373,positive,@fizzer18 nice one phil big nose on soccer sat telling everyone you said Mersey derby better than manc one  #loadofbollocks
2.59E+17,439974394,positive,"Today was an awesome day but it is quite sad for me and my teammates :) . Qian , Yue , Ying and Jun :)"
2.31E+17,426437304,positive,March Fourth Marching Band is sound checking and sounds awesome. Don't miss this show tonight.
2.57E+17,78514176,neutral,Are you reaaaady??? @donsantillan 26km run tomorrow: BelAir to SM Sta. Rosa via Greenfield City. Gotta sleep now. #boom
2.61E+17,24412279,positive,"@Cerullean, thnx for the follow! The Chronicles of Jan sound hilarious! Love the tribe of Periscopes. Very Douglas Adams."
2.64E+17,38590821,negative,Im sad. My shorts dont smell like Vanessa anymore:(I sat there sniffing it cuz it smelled like her I need her to wash it again #MacAndCheese
2.54E+17,20236942,positive,May have mentioned this but I am quite in love with Bruce Springsteen. Jack of all Trades from Wrecking Ball has nearly made me weep at desk
2.64E+17,40596111,positive,"-but Saturday.. if you can make it to Monroe, please do so ! the after party for 3 different games is all in one. #GSU #JSU #ULL #ULM #Tech"
2.26E+17,397084214,neutral,"@BravoLacy David Taylor?  A few yrs ago, whn he 1st came 2 stl, he went by apostle. My hubs used 2 play for his services."
2.45E+17,73531412,positive,Foothill vs. Laguna Hills is @Cox3 game of the week. It airs Friday 11:30 pm Saturday 1 and 8 pm Sunday 1 and 7 pm 9/17 8 pm 9/18 8 pm
2.61E+17,524300916,neutral,On the 7 hour journey from uni to St.James Park - my real home. Come on Newcastle!! My 1st European night at SJP #nufc #brugge
2.64E+17,227532899,neutral,@nick_hendren prob not till Schuler gets back. I'm moving to Knoxville in January so it'll be the last one for a while I feel like
2.51E+17,365989238,neutral,@SouthSideAsylum no back to watching Jim Henson's fattest character pitch the 8th #BrettBeakerMyers
2.63E+17,424457032,positive,"Ok guys. Hate on SJP all you want, just remember, you have school tomorrow. #havefun"
2.48E+17,123643754,positive,LOL! The sworn affidavit from former Saints DC Gregg Williams that the @nfl presented to Vilma was signed LAST FRIDAY. (via @AdamSchefter)
2.64E+17,456244573,negative,Idc anymore everyone leave me alone at school tomorrow I'm going pissed....
2.57E+17,439924510,positive,@Cavillafuertee hi baby :*** See you tomorrow on SM Sta.Rosa ! Yaay !
2.61E+17,28931964,positive,"Infinite's last date of their Japan Arena tour is on the 22nd of November. Lucky fans, they get to be with Dongwoo on his birthday."
2.16E+17,135513769,positive,Good to see Danny Care starting the 3rd test against the Boks. Great player who's very quick at the base of the rucks #rugby
2.63E+17,487955690,positive,"studying anatomy &amp; watching Army Wives is what the rest of my night consist of, can't wait for a little break with @MaryBWelch tomorrow!"
2.57E+17,625196397,positive,Tomorrow I'm going to the Knicks vs Celtics game ^.^ cool
2.64E+17,181754426,negative,Your mom sat on PSN and it went down.
2.62E+17,323093306,positive,1st Gonzaga game of the year!!! #gozags
2.63E+17,123036768,positive,Demi Lovato will perform at the 2013 Houston Rodeo on March 3rd!! Get your tickets! http://t.co/nUXfZYW1
1.77E+17,63932600,neutral,"Express Front Line with Kamran Shahid ""International Day of #Women"" 05 March 2012 #Pakistan #MQM #WomenPK http://t.co/m5OS8gnz"
2.64E+17,286259762,neutral,"How much does @MittRomney want to win Va? Enough for 2 more rallies here on Monday, last day of campaigning, in Lynchburg &amp; Fairfax."
2.12E+17,114307297,positive,"I'm gonna be blasting ""Find Me"" all day on the 14th. I hope the neighbors like Christina Grimmie."
1.99E+17,444874151,neutral,Marijuana March is trending... Idk bout you but the last thing I wanna do when I'm high is walk #lazy
2.64E+17,426440143,positive,Amazing work Directioners! Little Things was Number 1 on the @Hot30Countdown tonight! Can we do it again tomorrow? #challengeaccepted
2.29E+17,562827191,positive,"SPOILER ALERT!!! Watch the Teen Choice Awards on Studio 23 this Sunday, Christina Grimmie might be there. Have a GOOD WEEKEND!"
2.01E+17,124695351,negative,Harris English drilled a volunteer in the head with his 1st tee shot today. Video: http://t.co/watcfRkm
2.53E+17,568653581,negative,"Tomorrow will mark 42 years since the Wichita State football team plane crash happened.(October 2, 1970-Silver Plume,CO) 31 lost their lives"
2.63E+17,359086484,negative,@GinaWPayne @brokenpromize06 Negative! 90's would be the Poetic Justice look or how they dressed in Friday.
2.62E+17,602008557,negative,"Real Madrid coach Jose Mourinho faces further selection dilemmas ahead of Sunday's La Liga trip to Real Mallorca, with Sami Khedi...  #fb"
2.47E+17,253721926,positive,Big Bangs new season starts on the 27th YEAH BOII
2.63E+17,17025854,positive,12th film at #MtnFest: Winged Seduction: Birds of Paradise. This was the sexiest movie at Banff. If you think mating birds are sexy.
2.60E+17,441305852,negative,"Sreven Taylor will look pretty daft after the Mackems win tomorrow,i really think they will beat you.PARMO"
2.64E+17,201645170,positive,Aye if u guys like basketball the NBA League pass is free for November 6th find the channels on Comcast or Direct TV
2.62E+17,14188077,positive,@HuntingLife Thanks for the follow. You may need a super rope cinch for hunting. Ted Nugent loves it. Check out http://t.co/R1L15LGN.
1.77E+17,168622728,positive,"CHICAGOANS: Happy Casimir Pulaski Day!!!!! Wherever you are, find yourself a pierogi and celebrate!!! #Pulaskiday"
2.43E+17,297031999,neutral,"@cewitt94 I'll see :\ I have to go to Timmonsville tomorrow afternoon and Brandon's gonna be with me, so I'm not sure."
2.60E+17,237074709,positive,Howay Newcastle beat the Mackems and then we can do them over next Tuesday! #NUFC #MFC
2.38E+17,399632764,positive,The only 2nd coming I'm interested in is @springsteen bringing his Wrecking Ball back to the UK  #HisAlmightyBruceness
2.10E+17,382157504,positive,@mzmocha_barbiee Girl I been in Timmonsville since May 4th and Yayyy you miss me Lol
1.90E+17,368343456,positive,GOALdotCOM: Premier League Team of the Week: Van Persie & Aguero both star after City & Arsenal wins http://t.co/CdjEN6et
2.64E+17,348993586,negative,Oslo has been gloomy the whole day. Am ok with the temperature but not the non-sunny outlook. Hope it gets better tomorrow.
2.44E+17,308882349,neutral,@TV3nz What happened to Breakout Kings? Thought it may of come back after the block. Have you guys just cut it completely from programming?
2.18E+17,319501017,positive,"@The_GeorgeHotel I worked at Chesters, &amp; the George was our 2nd home, we loved it. Ill certainly be back! :-)"
2.45E+17,52425220,neutral,"Greasy hair and the smell of weed at shotton station, where art though friday."
2.64E+17,278833302,neutral,"@ScottiePippen Who will get the tough buckets in the 4th quarter for, The Bulls?"
2.17E+17,63848812,positive,"@PackInsider: As we reported earlier in the day, PG Lorenzo Brown will have surgery on Tuesday.  Hoping 4 speedy recovery"
2.62E+17,336867958,positive,MICCA Tomorrow. My support for the Marching Band is ridiculous. #needstostop #butilovethemsomuch #Itssoearly #EyesWithPride #maybenextyear
2.38E+17,51002583,negative,Poor Bruce Springsteen: 1st Swan co-opts Badlands; then Abbott adopts the Wrecking Ball title. When will Aussie politicians leave him alone?
2.58E+17,37093809,negative,@OriginalKingD: So you want people like Chief Keef &amp; Ted Nugent to have guns. c'mon son #debate
2.00E+17,74651244,negative,"@ProducerKal The schools are also in the middle of ISTEP testing, so they may not be able to get back to you yet"
2.64E+17,569234485,negative,ATTENTION DIRECTIONERS! Beliebers are posting this picture! Tomorrow we'll replay the video all day! #Jealousy! #Hate! http://t.co/89aPZ0qe
2.64E+17,232346855,positive,Excited for tomorrow's Photo Session with Indhi fashion design studio at TheLoniousStudios http://t.co/TkcVagnS
2.55E+17,485171742,neutral,@StuartBroad8: Sat here with Roger Johnson trying to name other Rogers under the age of 40. Roger Black? How olds he?? Roger Rabbit?!
2.44E+17,16331415,negative,Our neighbor is removing some trees and my 7 year old has been so bothered about it all day at school.we may have to lay off Lorax for a bit
2.06E+17,78180730,neutral,You're going to breath the same air as Song Joongki tomorrow @cheonsa_jia grrrr
