phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
in need,in in_pos need nn,1,<IN><NN>
in none,in in_pos none nn,1,<IN><NN>
in normal operating,in in_pos normal jj operating nn,1,<IN><JJ><NN>
in normal operation,in in_pos normal jj operation nn,1,<IN><JJ><NN>
in operation,in in_pos operation nn,1,<IN><NN>
in order,in in_pos order nn,1,<IN><NN>
in part,in in_pos part nn,1,<IN><NN>
in perfect shape,in in_pos perfect jj shape nn,1,<IN><JJ><NN>
in place,in in_pos place nn,1,<IN><NN>
in poor condition,in in_pos poor jj condition nn,1,<IN><JJ><NN>
in previous trouble,in in_pos previous jj trouble nn,1,<IN><JJ><NN>
in pump,in in_pos pump nn,1,<IN><NN>
in question,in in_pos question nn,1,<IN><NN>
in remote mode,in in_pos remote jj mode nn,1,<IN><JJ><NN>
in report,in in_pos report nn,1,<IN><NN>
in safe area,in in_pos safe jj area nn,1,<IN><JJ><NN>
in safe zone,in in_pos safe jj zone nn,1,<IN><JJ><NN>
in satisfactory condition,in in_pos satisfactory jj condition nn,1,<IN><JJ><NN>
in september,in in_pos september nn,1,<IN><NN>
in service,in in_pos service nn,1,<IN><NN>
in servicejob,in in_pos servicejob nn,1,<IN><NN>
in situ see,in in_pos situ nn see nn,1,<IN><NN><NN>
in system,in in_pos system nn,1,<IN><NN>
in tact,in in_pos tact nn,1,<IN><NN>
in th,in in_pos th nn,1,<IN><NN>
in thruster,in in_pos thruster nn,1,<IN><NN>
in transit,in in_pos transit nn,1,<IN><NN>
in transition,in in_pos transition nn,1,<IN><NN>
in use,in in_pos use nn,1,<IN><NN>
in vibration,in in_pos vibration nn,1,<IN><NN>
in visual inspection,in in_pos visual jj inspection nn,1,<IN><JJ><NN>
in wc,in in_pos wc nn,1,<IN><NN>
in with pressure,in in_pos with in_pos pressure nn,1,<IN><IN><NN>
in word,in in_pos word nn,1,<IN><NN>
in work,in in_pos work nn,1,<IN><NN>
in workshop,in in_pos workshop nn,1,<IN><NN>
inadequate,inadequate nn,1,<NN>
included,included vbd,1,<VBD>
including,including vbg,1,<VBG>
incomer,incomer nn,1,<NN>
incoming,incoming vbg,1,<VBG>
increased,increased vbn,1,<VBN>
index,index nn,1,<NN>
indicated,indicated vbn,1,<VBN>
indication,indication nn,1,<NN>
indicator,indicator nn,1,<NN>
inet,inet nn,1,<NN>
info,info nn,1,<NN>
information,information nn,1,<NN>
informed,informed vbn,1,<VBN>
infrared,infrared vbn,1,<VBN>
ing,ing vbg,1,<VBG>
ingress,ingress nn,1,<NN>
ingress good,ingress rb good jj,1,<RB><JJ>
initial,initial jj,1,<JJ>
injection,injection nn,1,<NN>
inlet,inlet nn,1,<NN>
inpeller,inpeller nn,1,<NN>
insatalled,insatalled vbn,1,<VBN>
inside,inside in_pos,1,<IN>
inside dust,inside rb dust nn,1,<RB><NN>
inside motor,inside in_pos motor nn,1,<IN><NN>
inside terminal box,inside in_pos terminal jj box nn,1,<IN><JJ><NN>
insp,insp nn,1,<NN>
inspacted,inspacted vbn,1,<VBN>
inspceted,inspceted vbn,1,<VBN>
inspecion,inspecion nn,1,<NN>
inspecon,inspecon nn,1,<NN>
inspect,inspect nn,1,<NN>
inspected,inspected vbn,1,<VBN>
inspecting,inspecting vbg,1,<VBG>
inspection,inspection nn,1,<NN>
inspections,inspections nns,1,<NNS>
inspeted,inspeted vbn,1,<VBN>
install,install nn,1,<NN>
installation,installation nn,1,<NN>
installed,installed vbn,1,<VBN>
installing,installing vbg,1,<VBG>
instead of terminal forty,instead rb of in_pos terminal jj forty nn,1,<RB><IN><JJ><NN>
insulate,insulate nn,1,<NN>
insulation,insulation nn,1,<NN>
insured,insured jj,1,<JJ>
intack,intack nn,1,<NN>
intact,intact jj,1,<JJ>
intake,intake nn,1,<NN>
integrity,integrity nn,1,<NN>
intended,intended vbn,1,<VBN>
intergrity,intergrity nn,1,<NN>
interior,interior nn,1,<NN>
interiors,interiors nns,1,<NNS>
interlock,interlock nn,1,<NN>
interlocks,interlocks nns,1,<NNS>
intermittent,intermittent nn,1,<NN>
internal,internal jj,1,<JJ>
internally calculated,internally rb calculated vbn,1,<RB><VBN>
intio,intio nn,1,<NN>
into mud pump,into in_pos mud jj pump nn,1,<IN><JJ><NN>
into nov,into in_pos nov jj,1,<IN><JJ>
into position,into in_pos position nn,1,<IN><NN>
into service,into in_pos service nn,1,<IN><NN>
inventory,inventory nn,1,<NN>
inverter,inverter nn,1,<NN>
investigated,investigated vbn,1,<VBN>
investigating,investigating vbg,1,<VBG>
investigation,investigation nn,1,<NN>
investigations,investigations nns,1,<NNS>
involved,involved vbn,1,<VBN>
ip,ip nn,1,<NN>
ir,ir nn,1,<NN>
ir gun,ir nn gun nn,1,<NN><NN>
irratic,irratic jj,1,<JJ>
is about deg,is vbz about in_pos deg nn,1,<VBZ><IN><NN>
is active,is vbz active jj,1,<VBZ><JJ>
is amps,is vbz amps nns,1,<VBZ><NNS>
is applicable,is vbz applicable jj,1,<VBZ><JJ>
is at nov,is vbz at in_pos nov nn,1,<VBZ><IN><NN>
is attached,is vbz attached vbn,1,<VBZ><VBN>
is available,is vbz available jj,1,<VBZ><JJ>
is based,is vbz based vbn,1,<VBZ><VBN>
is being,is vbz being vbg,1,<VBZ><VBG>
is blown,is vbz blown vbn,1,<VBZ><VBN>
is bolted,is vbz bolted vbn,1,<VBZ><VBN>
is broken,is vbz broken vbn,1,<VBZ><VBN>
is changed,is vbz changed vbn,1,<VBZ><VBN>
is checked,is vbz checked vbn,1,<VBZ><VBN>
is clean,is vbz clean jj,1,<VBZ><JJ>
is cleanliness,is vbz cleanliness nn,1,<VBZ><NN>
is closed,is vbz closed vbn,1,<VBZ><VBN>
is coming,is vbz coming vbg,1,<VBZ><VBG>
is completed,is vbz completed vbn,1,<VBZ><VBN>
is connected,is vbz connected vbn,1,<VBZ><VBN>
is correct,is vbz correct jj,1,<VBZ><JJ>
is created,is vbz created vbn,1,<VBZ><VBN>
is damaged,is vbz damaged vbn,1,<VBZ><VBN>
is dead,is vbz dead jj,1,<VBZ><JJ>
is degrees,is vbz degrees nns,1,<VBZ><NNS>
is dirtered,is vbz dirtered vbn,1,<VBZ><VBN>
is dispensed,is vbz dispensed vbn,1,<VBZ><VBN>
is drawing,is vbz drawing vbg,1,<VBZ><VBG>
is due,is vbz due jj,1,<VBZ><JJ>
is electrical,is vbz electrical jj,1,<VBZ><JJ>
is electrician,is vbz electrician jj,1,<VBZ><JJ>
is equiped,is vbz equiped vbn,1,<VBZ><VBN>
is faulty,is vbz faulty nn,1,<VBZ><NN>
is finewe,is vbz finewe jj,1,<VBZ><JJ>
is fitted,is vbz fitted vbn,1,<VBZ><VBN>
is following,is vbz following vbg,1,<VBZ><VBG>
is found,is vbz found vbn,1,<VBZ><VBN>
is free,is vbz free jj,1,<VBZ><JJ>
is galvanised,is vbz galvanised vbn,1,<VBZ><VBN>
is geberated,is vbz geberated vbn,1,<VBZ><VBN>
is giving,is vbz giving vbg,1,<VBZ><VBG>
is going,is vbz going vbg,1,<VBZ><VBG>
is good,is vbz good jj,1,<VBZ><JJ>
is having,is vbz having vbg,1,<VBZ><VBG>
is high,is vbz high jj,1,<VBZ><JJ>
is in operation,is vbz in in_pos operation nn,1,<VBZ><IN><NN>
is in place,is vbz in in_pos place nn,1,<VBZ><IN><NN>
is in progress,is vbz in in_pos progress nn,1,<VBZ><IN><NN>
is in service,is vbz in in_pos service nn,1,<VBZ><IN><NN>
is in tact,is vbz in in_pos tact nn,1,<VBZ><IN><NN>
is installed,is vbz installed vbn,1,<VBZ><VBN>
is intact,is vbz intact jj,1,<VBZ><JJ>
is intactthis,is vbz intactthis jj,1,<VBZ><JJ>
is knick,is vbz knick jj,1,<VBZ><JJ>
is laid,is vbz laid vbn,1,<VBZ><VBN>
is ledgible,is vbz ledgible jj,1,<VBZ><JJ>
is legible,is vbz legible jj,1,<VBZ><JJ>
is little,is vbz little jj,1,<VBZ><JJ>
is located,is vbz located vbn,1,<VBZ><VBN>
is lost,is vbz lost vbn,1,<VBZ><VBN>
is made,is vbz made vbn,1,<VBZ><VBN>
is maiming,is vbz maiming vbg,1,<VBZ><VBG>
is making,is vbz making vbg,1,<VBZ><VBG>
is march,is vbz march nn,1,<VBZ><NN>
is meg,is vbz meg nn,1,<VBZ><NN>
is mud,is vbz mud nn,1,<VBZ><NN>
is na,is vbz na jj,1,<VBZ><JJ>
is off note,is vbz off in_pos note nn,1,<VBZ><IN><NN>
is offered,is vbz offered vbn,1,<VBZ><VBN>
is ohm,is vbz ohm jj,1,<VBZ><JJ>
is ohms,is vbz ohms jj,1,<VBZ><JJ>
is ok,is vbz ok jj,1,<VBZ><JJ>
is on board,is vbz on in_pos board nn,1,<VBZ><IN><NN>
is on motor,is vbz on in_pos motor nn,1,<VBZ><IN><NN>
is online,is vbz online jj,1,<VBZ><JJ>
is open,is vbz open jj,1,<VBZ><JJ>
is opened,is vbz opened vbn,1,<VBZ><VBN>
is operatin,is vbz operatin jj,1,<VBZ><JJ>
is operating,is vbz operating vbg,1,<VBZ><VBG>
is operational,is vbz operational jj,1,<VBZ><JJ>
is pending,is vbz pending vbg,1,<VBZ><VBG>
is performed,is vbz performed vbn,1,<VBZ><VBN>
is prescient,is vbz prescient jj,1,<VBZ><JJ>
is present,is vbz present jj,1,<VBZ><JJ>
is properly,is vbz properly rb,1,<VBZ><RB>
is put,is vbz put vbn,1,<VBZ><VBN>
is q,is vbz q jj,1,<VBZ><JJ>
is readable,is vbz readable jj,1,<VBZ><JJ>
is ready,is vbz ready jj,1,<VBZ><JJ>
is recommended,is vbz recommended vbn,1,<VBZ><VBN>
is reconnected,is vbz reconnected vbn,1,<VBZ><VBN>
is reinstalled,is vbz reinstalled vbn,1,<VBZ><VBN>
is relevant,is vbz relevant jj,1,<VBZ><JJ>
is remaining,is vbz remaining vbg,1,<VBZ><VBG>
is removed,is vbz removed vbn,1,<VBZ><VBN>
is required,is vbz required vbn,1,<VBZ><VBN>
is rubbing,is vbz rubbing vbg,1,<VBZ><VBG>
is running,is vbz running vbg,1,<VBZ><VBG>
is safe,is vbz safe jj,1,<VBZ><JJ>
is same,is vbz same jj,1,<VBZ><JJ>
is satisfactory,is vbz satisfactory jj,1,<VBZ><JJ>
is sealed,is vbz sealed vbn,1,<VBZ><VBN>
is secure,is vbz secure nn,1,<VBZ><NN>
is secured,is vbz secured vbn,1,<VBZ><VBN>
is securena,is vbz securena jj,1,<VBZ><JJ>
is set,is vbz set vbn,1,<VBZ><VBN>
is short,is vbz short jj,1,<VBZ><JJ>
is stopped,is vbz stopped vbn,1,<VBZ><VBN>
is supplied,is vbz supplied vbn,1,<VBZ><VBN>
is terminated,is vbz terminated vbn,1,<VBZ><VBN>
is thrown,is vbz thrown vbn,1,<VBZ><VBN>
is tight,is vbz tight jj,1,<VBZ><JJ>
is troubleshoot,is vbz troubleshoot nn,1,<VBZ><NN>
is unable,is vbz unable jj,1,<VBZ><JJ>
is used,is vbz used vbn,1,<VBZ><VBN>
is verified,is vbz verified vbn,1,<VBZ><VBN>
is working,is vbz working vbg,1,<VBZ><VBG>
isnlt,isnlt nn,1,<NN>
isnt,isnt nn,1,<NN>
isolate,isolate nn,1,<NN>
isolated,isolated jj,1,<JJ>
isolation,isolation nn,1,<NN>
isolations,isolations nns,1,<NNS>
issue,issue nn,1,<NN>
issued,issued vbn,1,<VBN>
issues,issues nns,1,<NNS>
item,item nn,1,<NN>
items,items nns,1,<NNS>
itit,itit nn,1,<NN>
itthe,itthe nn,1,<NN>
j,j nn,1,<NN>
jack,jack nn,1,<NN>
jacking,jacking nn,1,<NN>
james,james nns,1,<NNS>
january,january nn,1,<NN>
jb,jb nn,1,<NN>
jbox,jbox nn,1,<NN>
jboxes,jboxes nns,1,<NNS>
jboxs,jboxs nn,1,<NN>
jbs,jbs nn,1,<NN>
jn,jn nn,1,<NN>
job,job nn,1,<NN>
jobs,jobs nns,1,<NNS>
johnson,johnson nn,1,<NN>
juncion,juncion nn,1,<NN>
junction,junction nn,1,<NN>
june,june nn,1,<NN>
just internal,just rb internal jj,1,<RB><JJ>
just on motor,just rb on in_pos motor nn,1,<RB><IN><NN>
just on standby mode,just rb on in_pos standby jj mode nn,1,<RB><IN><JJ><NN>
just performed,just rb performed vbn,1,<RB><VBN>
just wire,just rb wire nn,1,<RB><NN>
kept,kept nn,1,<NN>
khant,khant nn,1,<NN>
kill,kill nn,1,<NN>
kind,kind nn,1,<NN>
kinks,kinks nns,1,<NNS>
kit,kit nn,1,<NN>
knife,knife nn,1,<NN>
knocking,knocking vbg,1,<VBG>
kv,kv nn,1,<NN>
kw,kw nn,1,<NN>
l,l nn,1,<NN>
la,la nn,1,<NN>
labeled,labeled vbn,1,<VBN>
labels,labels nns,1,<NNS>
lamp,lamp nn,1,<NN>
lamps,lamps nns,1,<NNS>
lase,lase nn,1,<NN>
last,last jj,1,<JJ>
late,late rb,1,<RB>
laying,laying vbg,1,<VBG>
lbs,lbs nn,1,<NN>
lbs deisolated,lbs nn deisolated vbd,1,<NN><VBD>
leads,leads nns,1,<NNS>
leads at motor,leads nns at in_pos motor nn,1,<NNS><IN><NN>
leads checked,leads nns checked vbd,1,<NNS><VBD>
leads disconnected,leads nns disconnected vbd,1,<NNS><VBD>
leads measured,leads nns measured vbd,1,<NNS><VBD>
leads running,leads nns running vbg,1,<NNS><VBG>
leak,leak nn,1,<NN>
leakage,leakage nn,1,<NN>
leakagethe,leakagethe nn,1,<NN>
leaking,leaking vbg,1,<VBG>
leaks,leaks nns,1,<NNS>
leaks found,leaks nns found vbd,1,<NNS><VBD>
leaks observed,leaks nns observed vbd,1,<NNS><VBD>
leakschecked,leakschecked vbn,1,<VBN>
learned,learned vbn,1,<VBN>
led,led vbn,1,<VBN>
left,left nn,1,<NN>
legible,legible jj,1,<JJ>
lekas,lekas nn,1,<NN>
lessna,lessna nn,1,<NN>
lessons,lessons nns,1,<NNS>
level,level nn,1,<NN>
levelizer,levelizer nn,1,<NN>
levels,levels nns,1,<NNS>
lever,lever nn,1,<NN>
library,library nn,1,<NN>
lifetime,lifetime nn,1,<NN>
lifiting,lifiting vbg,1,<VBG>
lift,lift nn,1,<NN>
lifted,lifted vbn,1,<VBN>
lifting,lifting vbg,1,<VBG>
liftting,liftting vbg,1,<VBG>
light,light nn,1,<NN>
lights,lights nns,1,<NNS>
like,like in_pos,1,<IN>
like damage,like in_pos damage nn,1,<IN><NN>
like new condition,like in_pos new jj condition nn,1,<IN><JJ><NN>
limit,limit nn,1,<NN>
limitation,limitation nn,1,<NN>
limiting,limiting vbg,1,<VBG>
limits,limits nns,1,<NNS>
line,line nn,1,<NN>
lines,lines nns,1,<NNS>
link,link nn,1,<NN>
list,list nn,1,<NN>
listed,listed vbn,1,<VBN>
listen,listen nn,1,<NN>
listen for abnormal noise,listen nn for in_pos abnormal jj noise nn,1,<NN><IN><JJ><NN>
listened,listened vbn,1,<VBN>
litte loose,litte nn loose nn,1,<NN><NN>
little,little jj,1,<JJ>
ll,ll nn,1,<NN>
load,load nn,1,<NN>
loads,loads nns,1,<NNS>
local,local jj,1,<JJ>
localized,localized vbn,1,<VBN>
located,located vbn,1,<VBN>
locations,locations nns,1,<NNS>
lock,lock nn,1,<NN>
locking,locking vbg,1,<VBG>
logged,logged vbn,1,<VBN>
logic,logic nn,1,<NN>
login,login nn,1,<NN>
look,look nn,1,<NN>
looked,looked vbd,1,<VBD>
looking,looking vbg,1,<VBG>
looks,looks nns,1,<NNS>
looks good,looks nns good jj,1,<NNS><JJ>
loop,loop nn,1,<NN>
loops,loops nns,1,<NNS>
loose,loose jj,1,<JJ>
loosen skid,loosen nn skid nn,1,<NN><NN>
loosing,loosing vbg,1,<VBG>
loss,loss nn,1,<NN>
lost,lost vbn,1,<VBN>
louver,louver nn,1,<NN>
louver installed,louver nn installed vbd,1,<NN><VBD>
louvers,louvers nns,1,<NNS>
louversthis,louversthis nn,1,<NN>
louvre,louvre nn,1,<NN>
low,low jj,1,<JJ>
lowered,lowered vbn,1,<VBN>
ltd,ltd nn,1,<NN>
lube,lube nn,1,<NN>
lubricate,lubricate nn,1,<NN>
lubricated,lubricated vbn,1,<VBN>
lubricating,lubricating vbg,1,<VBG>
lubrication,lubrication nn,1,<NN>
luricated,luricated vbn,1,<VBN>
lying,lying vbg,1,<VBG>
m,m nn,1,<NN>
machine,machine nn,1,<NN>
mact,mact nn,1,<NN>
made,made vbn,1,<VBN>
magnetic,magnetic jj,1,<JJ>
main,main jj,1,<JJ>
maintained,maintained vbn,1,<VBN>
maintains,maintains nns,1,<NNS>
maintains hazardous,maintains nns hazardous jj,1,<NNS><JJ>
maintenance,maintenance nn,1,<NN>
major,major jj,1,<JJ>
majority,majority nn,1,<NN>
make,make vb,1,<VB>
make required,make nn required vbn,1,<NN><VBN>
maked,maked nns,1,<NNS>
makers,makers nns,1,<NNS>
makine,makine nn,1,<NN>
making,making vbg,1,<VBG>
man,man nn,1,<NN>
manifold,manifold nn,1,<NN>
manifold tested,manifold rb tested vbn,1,<RB><VBN>
manifolds,manifolds nns,1,<NNS>
manual,manual jj,1,<JJ>
manuallythis,manuallythis nn,1,<NN>
map,map nn,1,<NN>
mar,mar nn,1,<NN>
marcelo,marcelo nn,1,<NN>
march,march nn,1,<NN>
marine,marine nn,1,<NN>
marked,marked nns,1,<NNS>
marker,marker nn,1,<NN>
markers,markers nns,1,<NNS>
marking,marking vbg,1,<VBG>
marks,marks nns,1,<NNS>
mass,mass nn,1,<NN>
material,material nn,1,<NN>
materials,materials nns,1,<NNS>
max,max nn,1,<NN>
maximum,maximum nn,1,<NN>
may be performed,may md be vb performed vbn,1,<MD><VB><VBN>
may have been,may md have vb been vbn,1,<MD><VB><VBN>
mcc,mcc nn,1,<NN>
mccchecks,mccchecks nns,1,<NNS>
meas,meas nns,1,<NNS>
measure,measure nn,1,<NN>
measured,measured vbn,1,<VBN>
measurements,measurements nns,1,<NNS>
measures,measures nns,1,<NNS>
measuring,measuring vbg,1,<VBG>
measurment,measurment nn,1,<NN>
measused,measused vbn,1,<VBN>
mechancics,mechancics nns,1,<NNS>
mechanical,mechanical jj,1,<JJ>
mechanically prepped,mechanically rb prepped vbd,1,<RB><VBD>
mechanics,mechanics nns,1,<NNS>
mechanism,mechanism nn,1,<NN>
medium,medium nn,1,<NN>
meets,meets nns,1,<NNS>
meg,meg nn,1,<NN>
mega,mega nn,1,<NN>
megg,megg nn,1,<NN>
megged,megged vbn,1,<VBN>
megger,megger nn,1,<NN>
meggered,meggered vbn,1,<VBN>
megging,megging vbg,1,<VBG>
megohm,megohm nn,1,<NN>
megohmes,megohmes nns,1,<NNS>
megohms,megohms nn,1,<NN>
mentioned,mentioned vbn,1,<VBN>
meter,meter nn,1,<NN>
meter good,meter rb good jj,1,<RB><JJ>
meters,meters nns,1,<NNS>
methodology,methodology nn,1,<NN>
min,min nn,1,<NN>
minimal,minimal nn,1,<NN>
minimum,minimum nn,1,<NN>
minmohm,minmohm nn,1,<NN>
minmohms,minmohms nn,1,<NN>
minor,minor nn,1,<NN>
mins,mins nns,1,<NNS>
mins g,mins nns g vbp,1,<NNS><VBP>
mins m,mins nns m vbp,1,<NNS><VBP>
mins pi,mins nns pi vbp,1,<NNS><VBP>
minute,minute nn,1,<NN>
minutes,minutes nns,1,<NNS>
missing,missing vbg,1,<VBG>
mit,mit nn,1,<NN>
mm,mm nn,1,<NN>
mmc,mmc nn,1,<NN>
mmmm,mmmm nn,1,<NN>
mms,mms nn,1,<NN>
mobile,mobile nn,1,<NN>
moc,moc nn,1,<NN>
mode,mode nn,1,<NN>
model,model nn,1,<NN>
modules,modules nns,1,<NNS>
mohm,mohm nn,1,<NN>
mohms,mohms nn,1,<NN>
moisture,moisture nn,1,<NN>
molded,molded vbn,1,<VBN>
mon,mon nn,1,<NN>
money,money nn,1,<NN>
monitor,monitor nn,1,<NN>
monitored,monitored vbd,1,<VBD>
monitoring,monitoring nn,1,<NN>
month,month nn,1,<NN>
months,months nns,1,<NNS>
moores,moores nns,1,<NNS>
mot,mot nn,1,<NN>
moter,moter nn,1,<NN>
motor,motor nn,1,<NN>
motors,motors nns,1,<NNS>
motorthis,motorthis nn,1,<NN>
motos,motos nns,1,<NNS>
motr,motr nn,1,<NN>
mount,mount nn,1,<NN>
mounted,mounted vbn,1,<VBN>
mounting,mounting vbg,1,<VBG>
mountings,mountings nns,1,<NNS>
mounts,mounts nns,1,<NNS>
moved,moved vbn,1,<VBN>
movement,movement nn,1,<NN>
moving,moving vbg,1,<VBG>
mp,mp nn,1,<NN>
mpa,mpa nn,1,<NN>
mpb,mpb nn,1,<NN>
mph,mph nn,1,<NN>
mrach,mrach nn,1,<NN>
mrumapathi,mrumapathi nn,1,<NN>
msn created,msn nn created vbd,1,<NN><VBD>
mtor,mtor nn,1,<NN>
mtr,mtr nn,1,<NN>
much,much jj,1,<JJ>
mud,mud nn,1,<NN>
mud contacted,mud nn contacted vbd,1,<NN><VBD>
mud pump,mud nn pump nn,1,<NN><NN>
multiple,multiple nn,1,<NN>
mumbai,mumbai nn,1,<NN>
must be added,must md be vb added vbn,1,<MD><VB><VBN>
must be installed,must md be vb installed vbn,1,<MD><VB><VBN>
must be performed,must md be vb performed vbn,1,<MD><VB><VBN>
must be replaced,must md be vb replaced vbn,1,<MD><VB><VBN>
n,n nn,1,<NN>
n anot,n rb anot nn,1,<RB><NN>
na,na nns,1,<NNS>
na free,na rb free jj,1,<RB><JJ>
na na,na to_pos na nns,1,<TO><NNS>
name,name nn,1,<NN>
nameplate,nameplate nn,1,<NN>
nameplate in place,nameplate nn in in_pos place nn,1,<NN><IN><NN>
nameplates,nameplates nns,1,<NNS>
napro,napro nns,1,<NNS>
nc,nc nn,1,<NN>
nd,nd nn,1,<NN>
nde,nde nn,1,<NN>
nde degree,nde nns degree vbp,1,<NNS><VBP>
ndec,ndec nn,1,<NN>
necessary,necessary jj,1,<JJ>
need,need nn,1,<NN>
needed,needed vbn,1,<VBN>
needing,needing vbg,1,<VBG>
needs,needs nns,1,<NNS>
negraes,negraes nn,1,<NN>
never installed,never rb installed vbn,1,<RB><VBN>
new,new jj,1,<JJ>
next,next jj,1,<JJ>
nf,nf nn,1,<NN>
nichols,nichols nns,1,<NNS>
nicks,nicks nns,1,<NNS>
night,night nn,1,<NN>
nitrogen,nitrogen nn,1,<NN>
no ability,no dt ability nn,1,<DT><NN>
no abnormal,no dt abnormal jj,1,<DT><JJ>
no abnormalities,no dt abnormalities nns,1,<DT><NNS>
no abnormality,no dt abnormality nn,1,<DT><NN>
no action,no dt action nn,1,<DT><NN>
no active,no dt active jj,1,<DT><JJ>
no air,no dt air nn,1,<DT><NN>
no anomalies,no dt anomalies nns,1,<DT><NNS>
no anomolies,no dt anomolies nns,1,<DT><NNS>
no apparent,no dt apparent nn,1,<DT><NN>
no apparnt,no dt apparnt nn,1,<DT><NN>
no appicable,no dt appicable jj,1,<DT><JJ>
no applicable,no dt applicable jj,1,<DT><JJ>
no bearing,no dt bearing nn,1,<DT><NN>
no bolt,no dt bolt nn,1,<DT><NN>
no bolts,no dt bolts nns,1,<DT><NNS>
no broken,no dt broken nn,1,<DT><NN>
no build,no dt build nn,1,<DT><NN>
no buildup,no dt buildup nn,1,<DT><NN>
no cables,no dt cables nns,1,<DT><NNS>
no close,no dt close nn,1,<DT><NN>
no condensation,no dt condensation nn,1,<DT><NN>
no coolant,no dt coolant nn,1,<DT><NN>
no corrosion,no dt corrosion nn,1,<DT><NN>
no crack,no dt crack nn,1,<DT><NN>
no cracked,no dt cracked nn,1,<DT><NN>
no cracks,no dt cracks nns,1,<DT><NNS>
no crcaks,no dt crcaks nn,1,<DT><NN>
no current,no dt current jj,1,<DT><JJ>
no cuts,no dt cuts nns,1,<DT><NNS>
no damage,no dt damage nn,1,<DT><NN>
no damages,no dt damages nns,1,<DT><NNS>
no damge,no dt damge nn,1,<DT><NN>
no data,no dt data nn,1,<DT><NN>
no debris,no dt debris nn,1,<DT><NN>
no defeciencies,no dt defeciencies nns,1,<DT><NNS>
no defect,no dt defect nn,1,<DT><NN>
no defects,no dt defects nns,1,<DT><NNS>
no demister,no dt demister nn,1,<DT><NN>
no deviations,no dt deviations nns,1,<DT><NNS>
no dirt,no dt dirt nn,1,<DT><NN>
no discrepancies,no dt discrepancies nns,1,<DT><NNS>
no door,no dt door nn,1,<DT><NN>
no drain,no dt drain nn,1,<DT><NN>
no dust,no dt dust nn,1,<DT><NN>
no earth,no dt earth nn,1,<DT><NN>
no encoder,no dt encoder nn,1,<DT><NN>
no excess,no dt excess jj,1,<DT><JJ>
no excessive,no dt excessive jj,1,<DT><JJ>
no external,no dt external jj,1,<DT><JJ>
no fan,no dt fan nn,1,<DT><NN>
no faults,no dt faults nns,1,<DT><NNS>
no filter,no dt filter nn,1,<DT><NN>
no filters,no dt filters nns,1,<DT><NNS>
no found,no dt found nn,1,<DT><NN>
no function,no dt function nn,1,<DT><NN>
no greasing,no dt greasing nn,1,<DT><NN>
no ground,no dt ground nn,1,<DT><NN>
no heater,no dt heater nn,1,<DT><NN>
no heaters,no dt heaters nns,1,<DT><NNS>
no hot,no dt hot jj,1,<DT><JJ>
no immediate,no dt immediate jj,1,<DT><JJ>
no initial,no dt initial jj,1,<DT><JJ>
no isssues,no dt isssues nns,1,<DT><NNS>
no issue,no dt issue nn,1,<DT><NN>
no issues,no dt issues nns,1,<DT><NNS>
no issures,no dt issures nns,1,<DT><NNS>
no kinks,no dt kinks nns,1,<DT><NNS>
no leak,no dt leak nn,1,<DT><NN>
no leaks,no dt leaks nns,1,<DT><NNS>
no loose,no dt loose jj,1,<DT><JJ>
no lubrication,no dt lubrication nn,1,<DT><NN>
no maint,no dt maint nn,1,<DT><NN>
no major,no dt major jj,1,<DT><JJ>
no mechanical,no dt mechanical jj,1,<DT><JJ>
no moisture,no dt moisture nn,1,<DT><NN>
no motor,no dt motor nn,1,<DT><NN>
no mud,no dt mud nn,1,<DT><NN>
no necessary,no dt necessary jj,1,<DT><JJ>
no need,no dt need nn,1,<DT><NN>
no nicks,no dt nicks nns,1,<DT><NNS>
no noise,no dt noise nn,1,<DT><NN>
no noises,no dt noises nns,1,<DT><NNS>
no notable,no dt notable jj,1,<DT><JJ>
no observable,no dt observable jj,1,<DT><JJ>
no other,no dt other jj,1,<DT><JJ>
no overheating,no dt overheating nn,1,<DT><NN>
no paint,no dt paint nn,1,<DT><NN>
no pdcm,no dt pdcm nn,1,<DT><NN>
no pi,no dt pi nn,1,<DT><NN>
no possible,no dt possible jj,1,<DT><JJ>
no power,no dt power nn,1,<DT><NN>
no precharge,no dt precharge nn,1,<DT><NN>
no problem,no dt problem nn,1,<DT><NN>
no problems,no dt problems nns,1,<DT><NNS>
no pulsation,no dt pulsation nn,1,<DT><NN>
no pumps,no dt pumps nns,1,<DT><NNS>
no remote,no dt remote nn,1,<DT><NN>
no repairs,no dt repairs nns,1,<DT><NNS>
no replacements,no dt replacements nns,1,<DT><NNS>
no rust,no dt rust nn,1,<DT><NN>
no screens,no dt screens nns,1,<DT><NNS>
no sign,no dt sign nn,1,<DT><NN>
no signal,no dt signal nn,1,<DT><NN>
no signs,no dt signs nns,1,<DT><NNS>
no spark,no dt spark nn,1,<DT><NN>
no speed,no dt speed nn,1,<DT><NN>
no start,no dt start nn,1,<DT><NN>
no substantial,no dt substantial jj,1,<DT><JJ>
no success,no dt success nn,1,<DT><NN>
no thread,no dt thread nn,1,<DT><NN>
no time,no dt time nn,1,<DT><NN>
no unusual,no dt unusual jj,1,<DT><JJ>
no vibration,no dt vibration nn,1,<DT><NN>
no vibrations,no dt vibrations nns,1,<DT><NNS>
